월(Monthly),구  분,대분류,중분류,소분류,착공실적
2016-09,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,768
2016-09,인천,단독,단독,단독,153
2016-09,인천,단독,다가구,동수,20
2016-09,인천,단독,다가구,가구수,113
2016-09,인천,다세대,다세대,다세대,301
2016-09,인천,연립,연립,연립,184
2016-09,인천,아파트,아파트,아파트,2,017
2016-09,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),21,062
2016-09,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),22,905
2016-09,경기,단독,단독,단독,1,047
2016-09,경기,단독,다가구,동수,387
2016-09,경기,단독,다가구,가구수,2,230
2016-09,경기,다세대,다세대,다세대,3,079
2016-09,경기,연립,연립,연립,378
2016-09,경기,아파트,아파트,아파트,16,171
2016-09,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),19,890
2016-09,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),25,422
2016-09,지방소계,단독,단독,단독,3,808
2016-09,지방소계,단독,다가구,동수,879
2016-09,지방소계,단독,다가구,가구수,6,411
2016-09,지방소계,다세대,다세대,다세대,1,027
2016-09,지방소계,연립,연립,연립,652
2016-09,지방소계,아파트,아파트,아파트,13,524
2016-09,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,490
2016-09,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,094
2016-09,기타광역시,단독,단독,단독,250
2016-09,기타광역시,단독,다가구,동수,221
2016-09,기타광역시,단독,다가구,가구수,1,825
2016-09,기타광역시,다세대,다세대,다세대,494
2016-09,기타광역시,연립,연립,연립,41
2016-09,기타광역시,아파트,아파트,아파트,1,484
2016-09,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),685
2016-09,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),985
2016-09,부산,단독,단독,단독,42
2016-09,부산,단독,다가구,동수,37
2016-09,부산,단독,다가구,가구수,337
2016-09,부산,다세대,다세대,다세대,451
2016-09,부산,연립,연립,연립,12
2016-09,부산,아파트,아파트,아파트,143
2016-09,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),130
2016-09,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),474
2016-09,대구,단독,단독,단독,40
2016-09,대구,단독,다가구,동수,44
2016-09,대구,단독,다가구,가구수,388
2016-09,대구,다세대,다세대,다세대,24
2016-09,대구,연립,연립,연립,0
2016-09,대구,아파트,아파트,아파트,22
2016-09,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),302
2016-09,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),582
2016-09,광주,단독,단독,단독,53
2016-09,광주,단독,다가구,동수,26
2016-09,광주,단독,다가구,가구수,306
2016-09,광주,다세대,다세대,다세대,3
2016-09,광주,연립,연립,연립,29
2016-09,광주,아파트,아파트,아파트,191
2016-09,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),433
2016-09,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),876
2016-09,대전,단독,단독,단독,54
2016-09,대전,단독,다가구,동수,70
2016-09,대전,단독,다가구,가구수,513
2016-09,대전,다세대,다세대,다세대,0
2016-09,대전,연립,연립,연립,0
2016-09,대전,아파트,아파트,아파트,309
2016-09,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),940
2016-09,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,177
2016-09,울산,단독,단독,단독,61
2016-09,울산,단독,다가구,동수,44
2016-09,울산,단독,다가구,가구수,281
2016-09,울산,다세대,다세대,다세대,16
2016-09,울산,연립,연립,연립,0
2016-09,울산,아파트,아파트,아파트,819
2016-09,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),17,400
2016-09,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),21,328
2016-09,기타지방,단독,단독,단독,3,558
2016-09,기타지방,단독,다가구,동수,658
2016-09,기타지방,단독,다가구,가구수,4,586
2016-09,기타지방,다세대,다세대,다세대,533
2016-09,기타지방,연립,연립,연립,611
2016-09,기타지방,아파트,아파트,아파트,12,040
2016-09,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,760
2016-09,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,103
2016-09,강원,단독,단독,단독,490
2016-09,강원,단독,다가구,동수,65
2016-09,강원,단독,다가구,가구수,408
2016-09,강원,다세대,다세대,다세대,46
2016-09,강원,연립,연립,연립,0
2016-09,강원,아파트,아파트,아파트,1,159
2016-09,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),953
2016-09,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,430
2016-09,충북,단독,단독,단독,376
2016-09,충북,단독,다가구,동수,61
2016-09,충북,단독,다가구,가구수,538
2016-09,충북,다세대,다세대,다세대,24
2016-09,충북,연립,연립,연립,0
2016-09,충북,아파트,아파트,아파트,492
2016-09,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),670
2016-09,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,272
2016-09,충남,단독,단독,단독,500
2016-09,충남,단독,다가구,동수,104
2016-09,충남,단독,다가구,가구수,706
2016-09,충남,다세대,다세대,다세대,61
2016-09,충남,연립,연립,연립,5
2016-09,충남,아파트,아파트,아파트,0
2016-09,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,564
2016-09,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,909
2016-09,전북,단독,단독,단독,313
2016-09,전북,단독,다가구,동수,45
2016-09,전북,단독,다가구,가구수,390
2016-09,전북,다세대,다세대,다세대,0
2016-09,전북,연립,연립,연립,0
2016-09,전북,아파트,아파트,아파트,1,206
2016-09,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),581
2016-09,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),873
2016-09,전남,단독,단독,단독,398
2016-09,전남,단독,다가구,동수,43
2016-09,전남,단독,다가구,가구수,335
2016-09,전남,다세대,다세대,다세대,24
2016-09,전남,연립,연립,연립,29
2016-09,전남,아파트,아파트,아파트,87
2016-09,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,673
2016-09,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),5,479
2016-09,경북,단독,단독,단독,649
2016-09,경북,단독,다가구,동수,106
2016-09,경북,단독,다가구,가구수,912
2016-09,경북,다세대,다세대,다세대,60
2016-09,경북,연립,연립,연립,48
2016-09,경북,아파트,아파트,아파트,3,810
2016-09,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,981
2016-09,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,584
2016-09,경남,단독,단독,단독,494
2016-09,경남,단독,다가구,동수,130
2016-09,경남,단독,다가구,가구수,733
2016-09,경남,다세대,다세대,다세대,56
2016-09,경남,연립,연립,연립,0
2016-09,경남,아파트,아파트,아파트,3,301
2016-09,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,403
2016-09,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,851
2016-09,제주,단독,단독,단독,306
2016-09,제주,단독,다가구,동수,103
2016-09,제주,단독,다가구,가구수,551
2016-09,제주,다세대,다세대,다세대,262
2016-09,제주,연립,연립,연립,529
2016-09,제주,아파트,아파트,아파트,203
2016-09,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,815
2016-09,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,827
2016-09,세종,단독,단독,단독,32
2016-09,세종,단독,다가구,동수,1
2016-09,세종,단독,다가구,가구수,13
2016-09,세종,다세대,다세대,다세대,0
2016-09,세종,연립,연립,연립,0
2016-09,세종,아파트,아파트,아파트,1,782
2016-10,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),55,236
2016-10,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),62,938
2016-10,총계,단독,단독,단독,5,730
2016-10,총계,단독,다가구,동수,1,377
2016-10,총계,단독,다가구,가구수,9,079
2016-10,총계,다세대,다세대,다세대,7,869
2016-10,총계,연립,연립,연립,1,315
2016-10,총계,아파트,아파트,아파트,38,945
2016-10,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),28,922
2016-10,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),31,062
2016-10,수도권소계,단독,단독,단독,1,628
2016-10,수도권소계,단독,다가구,동수,483
2016-10,수도권소계,단독,다가구,가구수,2,623
2016-10,수도권소계,다세대,다세대,다세대,6,732
2016-10,수도권소계,연립,연립,연립,745
2016-10,수도권소계,아파트,아파트,아파트,19,334
2016-10,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),8,357
2016-10,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),8,717
2016-10,서울,단독,단독,단독,254
2016-10,서울,단독,다가구,동수,94
2016-10,서울,단독,다가구,가구수,454
2016-10,서울,다세대,다세대,다세대,3,327
2016-10,서울,연립,연립,연립,0
2016-10,서울,아파트,아파트,아파트,4,682
2016-10,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),644
2016-10,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),760
2016-10,인천,단독,단독,단독,201
2016-10,인천,단독,다가구,동수,30
2016-10,인천,단독,다가구,가구수,146
2016-10,인천,다세대,다세대,다세대,125
2016-10,인천,연립,연립,연립,166
2016-10,인천,아파트,아파트,아파트,122
2016-10,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),19,921
2016-10,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),21,585
2016-10,경기,단독,단독,단독,1,173
2016-10,경기,단독,다가구,동수,359
2016-10,경기,단독,다가구,가구수,2,023
2016-10,경기,다세대,다세대,다세대,3,280
2016-10,경기,연립,연립,연립,579
2016-10,경기,아파트,아파트,아파트,14,530
2016-10,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),26,314
2016-10,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),31,876
2016-10,지방소계,단독,단독,단독,4,102
2016-10,지방소계,단독,다가구,동수,894
2016-10,지방소계,단독,다가구,가구수,6,456
2016-10,지방소계,다세대,다세대,다세대,1,137
2016-10,지방소계,연립,연립,연립,570
2016-10,지방소계,아파트,아파트,아파트,19,611
2016-10,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),7,590
2016-10,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),9,096
2016-10,기타광역시,단독,단독,단독,255
2016-10,기타광역시,단독,다가구,동수,220
2016-10,기타광역시,단독,다가구,가구수,1,726
2016-10,기타광역시,다세대,다세대,다세대,527
2016-10,기타광역시,연립,연립,연립,16
2016-10,기타광역시,아파트,아파트,아파트,6,572
2016-10,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,768
2016-10,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,084
2016-10,부산,단독,단독,단독,55
2016-10,부산,단독,다가구,동수,53
2016-10,부산,단독,다가구,가구수,369
2016-10,부산,다세대,다세대,다세대,482
2016-10,부산,연립,연립,연립,16
2016-10,부산,아파트,아파트,아파트,1,162
2016-10,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),124
2016-10,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),430
2016-10,대구,단독,단독,단독,36
2016-10,대구,단독,다가구,동수,40
2016-10,대구,단독,다가구,가구수,346
2016-10,대구,다세대,다세대,다세대,16
2016-10,대구,연립,연립,연립,0
2016-10,대구,아파트,아파트,아파트,32
2016-10,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),68
2016-10,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),291
2016-10,광주,단독,단독,단독,35
2016-10,광주,단독,다가구,동수,24
2016-10,광주,단독,다가구,가구수,247
2016-10,광주,다세대,다세대,다세대,9
2016-10,광주,연립,연립,연립,0
2016-10,광주,아파트,아파트,아파트,0
2016-10,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,469
2016-10,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,925
2016-10,대전,단독,단독,단독,62
2016-10,대전,단독,다가구,동수,62
2016-10,대전,단독,다가구,가구수,518
2016-10,대전,다세대,다세대,다세대,8
2016-10,대전,연립,연립,연립,0
2016-10,대전,아파트,아파트,아파트,1,337
2016-10,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,161
2016-10,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,366
2016-10,울산,단독,단독,단독,67
2016-10,울산,단독,다가구,동수,41
2016-10,울산,단독,다가구,가구수,246
2016-10,울산,다세대,다세대,다세대,12
2016-10,울산,연립,연립,연립,0
2016-10,울산,아파트,아파트,아파트,4,041
2016-10,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),18,724
2016-10,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),22,780
2016-10,기타지방,단독,단독,단독,3,847
2016-10,기타지방,단독,다가구,동수,674
2016-10,기타지방,단독,다가구,가구수,4,730
2016-10,기타지방,다세대,다세대,다세대,610
2016-10,기타지방,연립,연립,연립,554
2016-10,기타지방,아파트,아파트,아파트,13,039
2016-10,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,720
2016-10,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),5,081
2016-10,강원,단독,단독,단독,405
2016-10,강원,단독,다가구,동수,65
2016-10,강원,단독,다가구,가구수,426
2016-10,강원,다세대,다세대,다세대,19
2016-10,강원,연립,연립,연립,0
2016-10,강원,아파트,아파트,아파트,4,231
2016-10,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,199
2016-10,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,621
2016-10,충북,단독,단독,단독,381
2016-10,충북,단독,다가구,동수,54
2016-10,충북,단독,다가구,가구수,476
2016-10,충북,다세대,다세대,다세대,72
2016-10,충북,연립,연립,연립,84
2016-10,충북,아파트,아파트,아파트,608
2016-10,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,447
2016-10,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,223
2016-10,충남,단독,단독,단독,506
2016-10,충남,단독,다가구,동수,90
2016-10,충남,단독,다가구,가구수,866
2016-10,충남,다세대,다세대,다세대,178
2016-10,충남,연립,연립,연립,48
2016-10,충남,아파트,아파트,아파트,625
2016-10,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),434
2016-10,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),891
2016-10,전북,단독,단독,단독,336
2016-10,전북,단독,다가구,동수,64
2016-10,전북,단독,다가구,가구수,521
2016-10,전북,다세대,다세대,다세대,-6
2016-10,전북,연립,연립,연립,16
2016-10,전북,아파트,아파트,아파트,24
2016-10,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,787
2016-10,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,936
2016-10,전남,단독,단독,단독,451
2016-10,전남,단독,다가구,동수,30
2016-10,전남,단독,다가구,가구수,179
2016-10,전남,다세대,다세대,다세대,44
2016-10,전남,연립,연립,연립,24
2016-10,전남,아파트,아파트,아파트,1,238
2016-10,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,257
2016-10,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,915
2016-10,경북,단독,단독,단독,667
2016-10,경북,단독,다가구,동수,89
2016-10,경북,단독,다가구,가구수,747
2016-10,경북,다세대,다세대,다세대,40
2016-10,경북,연립,연립,연립,8
2016-10,경북,아파트,아파트,아파트,1,453
2016-10,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),5,754
2016-10,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),6,509
2016-10,경남,단독,단독,단독,552
2016-10,경남,단독,다가구,동수,186
2016-10,경남,단독,다가구,가구수,941
2016-10,경남,다세대,다세대,다세대,116
2016-10,경남,연립,연립,연립,71
2016-10,경남,아파트,아파트,아파트,4,829
2016-10,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,007
2016-10,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,344
2016-10,제주,단독,단독,단독,476
2016-10,제주,단독,다가구,동수,87
2016-10,제주,단독,다가구,가구수,424
2016-10,제주,다세대,다세대,다세대,147
2016-10,제주,연립,연립,연립,266
2016-10,제주,아파트,아파트,아파트,31
2016-10,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),119
2016-10,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),260
2016-10,세종,단독,단독,단독,73
2016-10,세종,단독,다가구,동수,9
2016-10,세종,단독,다가구,가구수,150
2016-10,세종,다세대,다세대,다세대,0
2016-10,세종,연립,연립,연립,37
2016-10,세종,아파트,아파트,아파트,0
2016-11,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),68,092
2016-11,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),75,506
2016-11,총계,단독,단독,단독,5,771
2016-11,총계,단독,다가구,동수,1,316
2016-11,총계,단독,다가구,가구수,8,730
2016-11,총계,다세대,다세대,다세대,8,138
2016-11,총계,연립,연립,연립,1,207
2016-11,총계,아파트,아파트,아파트,51,660
2016-11,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),30,571
2016-11,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),32,763
2016-11,수도권소계,단독,단독,단독,1,428
2016-11,수도권소계,단독,다가구,동수,459
2016-11,수도권소계,단독,다가구,가구수,2,651
2016-11,수도권소계,다세대,다세대,다세대,7,112
2016-11,수도권소계,연립,연립,연립,518
2016-11,수도권소계,아파트,아파트,아파트,21,054
2016-11,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),7,414
2016-11,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),7,745
2016-11,서울,단독,단독,단독,198
2016-11,서울,단독,다가구,동수,76
2016-11,서울,단독,다가구,가구수,407
2016-11,서울,다세대,다세대,다세대,3,588
2016-11,서울,연립,연립,연립,27
2016-11,서울,아파트,아파트,아파트,3,525
2016-11,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,982
2016-11,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,132
2016-11,인천,단독,단독,단독,162
2016-11,인천,단독,다가구,동수,28
2016-11,인천,단독,다가구,가구수,178
2016-11,인천,다세대,다세대,다세대,240
2016-11,인천,연립,연립,연립,114
2016-11,인천,아파트,아파트,아파트,2,438
2016-11,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),20,175
2016-11,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),21,886
2016-11,경기,단독,단독,단독,1,068
2016-11,경기,단독,다가구,동수,355
2016-11,경기,단독,다가구,가구수,2,066
2016-11,경기,다세대,다세대,다세대,3,284
2016-11,경기,연립,연립,연립,377
2016-11,경기,아파트,아파트,아파트,15,091
2016-11,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),37,521
2016-11,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),42,743
2016-11,지방소계,단독,단독,단독,4,343
2016-11,지방소계,단독,다가구,동수,857
2016-11,지방소계,단독,다가구,가구수,6,079
2016-11,지방소계,다세대,다세대,다세대,1,026
2016-11,지방소계,연립,연립,연립,689
2016-11,지방소계,아파트,아파트,아파트,30,606
2016-11,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),11,865
2016-11,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),13,189
2016-11,기타광역시,단독,단독,단독,306
2016-11,기타광역시,단독,다가구,동수,210
2016-11,기타광역시,단독,다가구,가구수,1,534
2016-11,기타광역시,다세대,다세대,다세대,517
2016-11,기타광역시,연립,연립,연립,0
2016-11,기타광역시,아파트,아파트,아파트,10,832
2016-11,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,546
2016-11,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,753
2016-11,부산,단독,단독,단독,91
2016-11,부산,단독,다가구,동수,37
2016-11,부산,단독,다가구,가구수,244
2016-11,부산,다세대,다세대,다세대,427
2016-11,부산,연립,연립,연립,0
2016-11,부산,아파트,아파트,아파트,3,991
2016-11,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,491
2016-11,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,832
2016-11,대구,단독,단독,단독,54
2016-11,대구,단독,다가구,동수,47
2016-11,대구,단독,다가구,가구수,388
2016-11,대구,다세대,다세대,다세대,25
2016-11,대구,연립,연립,연립,0
2016-11,대구,아파트,아파트,아파트,1,365
2016-11,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,757
2016-11,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,926
2016-11,광주,단독,단독,단독,51
2016-11,광주,단독,다가구,동수,18
2016-11,광주,단독,다가구,가구수,187
2016-11,광주,다세대,다세대,다세대,7
2016-11,광주,연립,연립,연립,0
2016-11,광주,아파트,아파트,아파트,2,681
2016-11,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,351
2016-11,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,716
2016-11,대전,단독,단독,단독,34
2016-11,대전,단독,다가구,동수,51
2016-11,대전,단독,다가구,가구수,416
2016-11,대전,다세대,다세대,다세대,32
2016-11,대전,연립,연립,연립,0
2016-11,대전,아파트,아파트,아파트,1,234
2016-11,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,720
2016-11,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,962
2016-11,울산,단독,단독,단독,76
2016-11,울산,단독,다가구,동수,57
2016-11,울산,단독,다가구,가구수,299
2016-11,울산,다세대,다세대,다세대,26
2016-11,울산,연립,연립,연립,0
2016-11,울산,아파트,아파트,아파트,1,561
2016-11,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),25,656
2016-11,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),29,554
2016-11,기타지방,단독,단독,단독,4,037
2016-11,기타지방,단독,다가구,동수,647
2016-11,기타지방,단독,다가구,가구수,4,545
2016-11,기타지방,다세대,다세대,다세대,509
2016-11,기타지방,연립,연립,연립,689
2016-11,기타지방,아파트,아파트,아파트,19,774
2016-11,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,487
2016-11,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,906
2016-11,강원,단독,단독,단독,458
2016-11,강원,단독,다가구,동수,85
2016-11,강원,단독,다가구,가구수,504
2016-11,강원,다세대,다세대,다세대,12
2016-11,강원,연립,연립,연립,27
2016-11,강원,아파트,아파트,아파트,905
2016-11,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,696
2016-11,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,226
2016-11,충북,단독,단독,단독,454
2016-11,충북,단독,다가구,동수,61
2016-11,충북,단독,다가구,가구수,591
2016-11,충북,다세대,다세대,다세대,28
2016-11,충북,연립,연립,연립,12
2016-11,충북,아파트,아파트,아파트,2,141
2016-11,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,160
2016-11,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,997
2016-11,충남,단독,단독,단독,489
2016-11,충남,단독,다가구,동수,93
2016-11,충남,단독,다가구,가구수,930
2016-11,충남,다세대,다세대,다세대,66
2016-11,충남,연립,연립,연립,96
2016-11,충남,아파트,아파트,아파트,416
2016-11,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,732
2016-11,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,048
2016-11,전북,단독,단독,단독,322
2016-11,전북,단독,다가구,동수,46
2016-11,전북,단독,다가구,가구수,362
2016-11,전북,다세대,다세대,다세대,36
2016-11,전북,연립,연립,연립,10
2016-11,전북,아파트,아파트,아파트,1,318
2016-11,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,111
2016-11,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,276
2016-11,전남,단독,단독,단독,484
2016-11,전남,단독,다가구,동수,32
2016-11,전남,단독,다가구,가구수,197
2016-11,전남,다세대,다세대,다세대,71
2016-11,전남,연립,연립,연립,52
2016-11,전남,아파트,아파트,아파트,2,472
2016-11,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,221
2016-11,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,740
2016-11,경북,단독,단독,단독,579
2016-11,경북,단독,다가구,동수,76
2016-11,경북,단독,다가구,가구수,595
2016-11,경북,다세대,다세대,다세대,32
2016-11,경북,연립,연립,연립,128
2016-11,경북,아파트,아파트,아파트,3,406
2016-11,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),6,788
2016-11,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),7,451
2016-11,경남,단독,단독,단독,647
2016-11,경남,단독,다가구,동수,152
2016-11,경남,단독,다가구,가구수,815
2016-11,경남,다세대,다세대,다세대,8
2016-11,경남,연립,연립,연립,18
2016-11,경남,아파트,아파트,아파트,5,963
2016-11,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,810
2016-11,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,245
2016-11,제주,단독,단독,단독,575
2016-11,제주,단독,다가구,동수,100
2016-11,제주,단독,다가구,가구수,535
2016-11,제주,다세대,다세대,다세대,256
2016-11,제주,연립,연립,연립,346
2016-11,제주,아파트,아파트,아파트,533
2016-11,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,651
2016-11,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,665
2016-11,세종,단독,단독,단독,29
2016-11,세종,단독,다가구,동수,2
2016-11,세종,단독,다가구,가구수,16
2016-11,세종,다세대,다세대,다세대,0
2016-11,세종,연립,연립,연립,0
2016-11,세종,아파트,아파트,아파트,2,620
2016-12,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),84,204
2016-12,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),93,973
2016-12,총계,단독,단독,단독,5,195
2016-12,총계,단독,다가구,동수,1,711
2016-12,총계,단독,다가구,가구수,11,480
2016-12,총계,다세대,다세대,다세대,9,667
2016-12,총계,연립,연립,연립,958
2016-12,총계,아파트,아파트,아파트,66,673
2016-12,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),46,089
2016-12,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),49,050
2016-12,수도권소계,단독,단독,단독,1,375
2016-12,수도권소계,단독,다가구,동수,606
2016-12,수도권소계,단독,다가구,가구수,3,567
2016-12,수도권소계,다세대,다세대,다세대,8,686
2016-12,수도권소계,연립,연립,연립,390
