gvkey,datadate,fyr,tic,cik,conm,ni,sale,cogs,oancf,at,lt,seq
256055,20121231,12,PAYC,1590955,Paycom,-0.403,76.81,16.326,,430.041,420.268,9.773
256055,20131231,12,PAYC,1590955,Paycom,0.601,107.601,20.891,,575.478,570.392,5.086
256055,20141231,12,PAYC,1590955,Paycom,5.663,150.929,27.318,,798.942,724.804,74.138
256055,20151231,12,PAYC,1590955,Paycom,20.945,224.653,35.473,,876.773,778.459,98.314
256055,20161231,12,PAYC,1590955,Paycom,43.84,329.141,54.066,98.818,1078.613,962.086,116.527
256055,20171231,12,PAYC,1590955,Paycom,66.807,433.047,72.028,130.149,1355.164,1268.891,135.402
256055,20181231,12,PAYC,1590955,Paycom,137.065,566.336,90.763,184.817,1521.926,1187.173,334.753
256055,20191231,12,PAYC,1590955,Paycom,180.576,737.671,109.747,224.263,2486.917,1960.289,526.628
257830,20121231,12,FBHS,1519751,Fortune Brands Home & Security,118.7,3591.1,2421.1,282.8,3873.7,1489,2381.1
257830,20131231,12,FBHS,1519751,Fortune Brands Home & Security,229.7,4157.4,2718.6,297.8,4178.1,1525,2649.4
257830,20141231,12,FBHS,1519751,Fortune Brands Home & Security,158.1,4013.6,2646.7,253.7,4052.9,1789.8,2259.5
257830,20151231,12,FBHS,1519751,Fortune Brands Home & Security,315,4579.4,2997.5,411.1,4878.6,2424.8,2450.9
257830,20161231,12,FBHS,1519751,Fortune Brands Home & Security,413.2,4984.9,3180.3,650.5,5128.5,2765.5,2361.5
257830,20171231,12,FBHS,1519751,Fortune Brands Home & Security,472.6,5283.3,3350.8,600.3,5511.4,2910.3,2599.5
257830,20181231,12,FBHS,1519751,Fortune Brands Home & Security,389.6,5485.1,3525.7,604,5964.6,3784.6,2178.2
257830,20191231,12,FBHS,1519751,Fortune Brands Home & Security,431.9,5764.6,3712.2,637.2,6291.3,3863.5,2426.6
258271,20121231,12,BAC,70858,Bank of America Corp,4188,83334,,-13858,2209974,1973018,236956
258271,20131231,12,BAC,70858,Bank of America Corp,11431,88942,,92817,2102273,1869588,232685
258271,20141231,12,BAC,70858,Bank of America Corp,4833,84247,,,2104534,1861063,243471
258271,20151231,12,BAC,70858,Bank of America Corp,15888,82507,,,2144316,1888111,256205
258271,20161231,12,BAC,70858,Bank of America Corp,17906,83701,,17277,2187702,1920862,266840
258271,20171231,12,BAC,70858,Bank of America Corp,18232,87352,,9864,2281234,2014088,267146
258271,20181231,12,BAC,70858,Bank of America Corp,28147,91247,,39520,2354507,2089182,265325
258271,20191231,12,BAC,70858,Bank of America Corp,27430,91244,,61777,2434079,2169269,264810
260545,20121231,12,GILD,882095,Gilead Sciences,2591.566,9702.517,2471.363,3194.716,21239.838,11930.099,9309.739
260545,20131231,12,GILD,882095,Gilead Sciences,3074.808,11201.688,2858.502,3104.988,22496.785,11127.718,11369.067
260545,20141231,12,GILD,882095,Gilead Sciences,12101,24890,3788,12818,34664,19238,15426
260545,20151231,12,GILD,882095,Gilead Sciences,18108,32639,4006,20329,51839,33305,18534
260545,20161231,12,GILD,882095,Gilead Sciences,13501,30390,4261,16669,56977,38090,18887
260545,20171231,12,GILD,882095,Gilead Sciences,4628,26107,4371,11898,70283,49841,20442
260545,20181231,12,GILD,882095,Gilead Sciences,5455,22127,4853,8400,63675,42288,21387
260545,20191231,12,GILD,882095,Gilead Sciences,5386,22449,4675,9144,61627,39102,22525
260904,20121231,12,HIG,874766,Hartford Financial Svc.Gp.,-38,26412,,2681,298513,276066,22447
260904,20131231,12,HIG,874766,Hartford Financial Svc.Gp.,176,26236,,1237,277884,258979,18905
260904,20141231,12,HIG,874766,Hartford Financial Svc.Gp.,798,18614,,1886,245013,226293,18720
260904,20151231,12,HIG,874766,Hartford Financial Svc.Gp.,1682,18377,,2756,228348,210706,17642
260904,20161231,12,HIG,874766,Hartford Financial Svc.Gp.,896,18300,,2066,223432,206529,16903
260904,20171231,12,HIG,874766,Hartford Financial Svc.Gp.,-3131,16974,,2186,225260,211766,13494
260904,20181231,12,HIG,874766,Hartford Financial Svc.Gp.,1807,18955,,2843,62307,49206,13101
260904,20191231,12,HIG,874766,Hartford Financial Svc.Gp.,2085,20740,,3489,70817,54547,16270
262923,20120930,9,TSN,100493,Tyson Foods,583,33278,31118,1187,11896,5884,6012
262923,20130930,9,TSN,100493,Tyson Foods,778,34374,32016,1314,12177,5976,6201
262923,20140930,9,TSN,100493,Tyson Foods,864,37580,34895,1178,23956,15066,8890
262923,20150930,9,TSN,100493,Tyson Foods,1220,41373,37456,2570,23004,13313,9691
262923,20160930,9,TSN,100493,Tyson Foods,1768,36881,32184,2716,22373,12765,9608
262923,20170930,9,TSN,100493,Tyson Foods,1774,38260,33177,2599,28066,17525,10541
262923,20180930,9,TSN,100493,Tyson Foods,3024,40052,34926,2963,29109,16306,12803
262923,20190930,9,TSN,100493,Tyson Foods,2022,42405,37383,2513,33097,19015,14082
265023,20121231,12,DUK,1326160,Duke Energy,1768,19624,,5244,113856,72993,40863
265023,20131231,12,DUK,1326160,Duke Energy,2665,24598,,6382,114779,73449,41330
265023,20141231,12,DUK,1326160,Duke Energy,1883,23925,,6586,120709,79834,40875
265023,20151231,12,DUK,1326160,Duke Energy,2816,23459,,6676,121156,81429,39727
265023,20161231,12,DUK,1326160,Duke Energy,2152,22743,6625,6798,132761,91728,41033
265632,20121231,12,T,732717,AT&T Inc.,7264,127434,55215,39176,272315,179620,92695
265632,20131231,12,T,732717,AT&T Inc.,18249,128752,51464,34796,277787,186813,91482
265632,20141231,12,T,732717,AT&T Inc.,6224,132447,60611,31338,292829,206564,86924
265632,20151231,12,T,732717,AT&T Inc.,13345,146801,19268,35880,402672,279032,123640
265632,20161231,12,T,732717,AT&T Inc.,12976,163786,18757,39344,403821,279711,124110
265632,20171231,12,T,732717,AT&T Inc.,29450,160546,18709,39151,444097,302090,142007
265632,20181231,12,T,732717,AT&T Inc.,19370,170756,19786,43602,531864,337980,193884
265632,20191231,12,T,732717,AT&T Inc.,13903,181193,,48668,551669,349735,201934
266924,20121231,12,DHR,313616,Danaher Corp.,2392.2,18260.4,8846.1,3415,32941,13924.5,19016.5
266924,20131231,12,DHR,313616,Danaher Corp.,2695,19118,9160.4,3585.3,34672.2,12286.9,22385.3
266924,20141231,12,DHR,313616,Danaher Corp.,2598.4,19913.8,9471.3,3758.4,36991.7,13613.6,23378.1
266924,20151231,12,DHR,313616,Danaher Corp.,3357.4,20563.1,9800.6,3801.8,48222.2,24531.9,23690.3
266924,20161231,12,DHR,313616,Danaher Corp.,2553.7,16882.4,7547.8,3521.8,45295.3,22292.5,23002.8
266924,20171231,12,DHR,313616,Danaher Corp.,2492.1,18329.7,8137.2,3477.8,46648.6,20290.4,26358.2
266924,20181231,12,DHR,313616,Danaher Corp.,2650.9,19893,8785.9,4022,47832.5,19618.1,28214.4
266924,20191231,12,DHR,313616,Danaher Corp.,3008.2,17911.1,7927.4,3951.6,62081.6,31811,30270.6
271912,20121231,12,EBAY,1065088,eBay Inc.,2609,14072,4216,3838,37074,16209,20865
271912,20131231,12,EBAY,1065088,eBay Inc.,2856,16047,5036,4995,41488,17841,23647
271912,20141231,12,EBAY,1065088,eBay Inc.,46,17902,5732,5677,45132,25226,19906
271912,20151231,12,EBAY,1065088,eBay Inc.,1725,8592,1771,4033,17785,11209,6576
271912,20161231,12,EBAY,1065088,eBay Inc.,7266,8979,2007,2826,23847,13308,10539
271912,20171231,12,EBAY,1065088,eBay Inc.,-1016,9567,2222,3146,25981,17918,8063
271912,20181231,12,EBAY,1065088,eBay Inc.,2530,10746,2382,2658,22819,16538,6281
271912,20191231,12,EBAY,1065088,eBay Inc.,1786,10800,2508,3114,18174,15304,2870
272213,20161231,12,ROL,84839,Rollins Inc.,167.369,1573.477,772.348,226.525,916.538,347.993,568.545
272213,20171231,12,ROL,84839,Rollins Inc.,179.124,1673.957,819.943,235.37,1033.663,379.739,653.924
272213,20181231,12,ROL,84839,Rollins Inc.,231.663,1821.565,894.437,286.272,1094.124,382.216,711.908
272213,20191231,12,ROL,84839,Rollins Inc.,203.347,2015.477,993.593,309.188,1744.376,928.626,815.75
276241,20161231,12,APTV,1521332,Aptiv PLC,1257,12274,13107,1941,12292,9529,2401
276241,20171231,12,APTV,1521332,Aptiv PLC,1355,12884,10270,1468,12169,8652,3299
276241,20181231,12,APTV,1521332,Aptiv PLC,1067,14435,11706,1628,12480,8810,3459
276241,20191231,12,APTV,1521332,Aptiv PLC,990,14357,11711,1624,13459,9448,3819
276998,20121231,12,HII,1501585,Huntington Ingalls Industries,146,6708,4827,332,6392,5725,667
276998,20131231,12,HII,1501585,Huntington Ingalls Industries,261,6820,4695,236,6225,4704,1521
276998,20141231,12,HII,1501585,Huntington Ingalls Industries,338,6957,4489,716,6269,4904,1365
276998,20151231,12,HII,1501585,Huntington Ingalls Industries,404,7020,4319,828,6024,4534,1490
276998,20161231,12,HII,1501585,Huntington Ingalls Industries,573,7068,4380,822,6352,4699,1653
276998,20171231,12,HII,1501585,Huntington Ingalls Industries,479,7441,4444,814,6374,4616,1758
276998,20181231,12,HII,1501585,Huntington Ingalls Industries,836,8176,,914,6383,4867,1516
276998,20191231,12,HII,1501585,Huntington Ingalls Industries,549,8899,,896,7031,5443,1588
279239,20170531,5,GIS,40704,General Mills,1657.5,15619.8,10056,2415.2,21812.6,16216.2,4327.9
279239,20180531,5,GIS,40704,General Mills,2131,15740.4,10312.9,2841,30624,23355.4,6141.1
279239,20190531,5,GIS,40704,General Mills,1752.7,16865.2,11108.4,2807,30111.2,22191.8,7054.5
281201,20121231,12,NOC,1133421,Northrop Grumman,1978,25218,10415,2640,26543,17029,9514
281201,20131231,12,NOC,1133421,Northrop Grumman,1952,24661,10623,2483,26381,15761,10620
281201,20141231,12,NOC,1133421,Northrop Grumman,2069,23979,10431,2593,26572,19337,7235
281201,20151231,12,NOC,1133421,Northrop Grumman,1990,23526,10333,2162,24454,18932,5522
281201,20161231,12,NOC,1133421,Northrop Grumman,2200,24508,11002,2813,25614,20355,5259
281201,20171231,12,NOC,1133421,Northrop Grumman,2015,25803,12271,2613,34917,27869,7048
281201,20181231,12,NOC,1133421,Northrop Grumman,3229,30095,,3827,37653,29466,8187
281201,20191231,12,NOC,1133421,Northrop Grumman,2248,33841,,4297,41089,32270,8819
281586,20161231,12,AOS,91142,A.O. Smith Corp,326.5,2685.9,1566.6,446.6,2891,1375.7,1515.3
281586,20171231,12,AOS,91142,A.O. Smith Corp,296.5,2996.7,1758,326.4,3197.3,1548.5,1648.8
281586,20181231,12,AOS,91142,A.O. Smith Corp,444.2,3187.9,1882.4,448.9,3071.5,1354.5,1717
281586,20191231,12,AOS,91142,A.O. Smith Corp,370,2992.7,1812,456.2,3058,1391.2,1666.8
284600,20121231,12,DTE,936340,DTE Energy Co.,610,8791,,2209,26339,18966,7373
284600,20131231,12,DTE,936340,DTE Energy Co.,661,9661,,2154,25935,18014,7921
284600,20141231,12,DTE,936340,DTE Energy Co.,905,12301,,1839,27974,19647,8327
284600,20151231,12,DTE,936340,DTE Energy Co.,727,10337,,1911,28737,19965,8772
284600,20161231,12,DTE,936340,DTE Energy Co.,868,10630,,2084,32041,23030,9011
284600,20171231,12,DTE,936340,DTE Energy Co.,1134,12607,,2117,33767,24255,9512
286128,20121231,12,FLT,1175454,FleetCor Technologies Inc,216.199,707.534,4.7,135.46,2721.87,1808.048,913.822
286128,20131231,12,FLT,1175454,FleetCor Technologies Inc,284.501,895.171,9.3,375.685,3932.235,2688.342,1243.893
286128,20141231,12,FLT,1175454,FleetCor Technologies Inc,368.707,1199.39,15.1,608.334,8674.506,5921.369,2753.137
286128,20151231,12,FLT,1175454,FleetCor Technologies Inc,362.431,1702.865,84.1,754.584,7891.868,5061.821,2830.047
286128,20161231,12,FLT,1175454,FleetCor Technologies Inc,452.385,1831.546,91.6,705.912,9626.732,6542.694,3084.038
286128,20171231,12,FLT,1175454,FleetCor Technologies Inc,740.2,2249.538,96.8,675.723,11318.359,7641.837,3676.522
286128,20181231,12,FLT,1175454,FleetCor Technologies Inc,811.483,2433.492,,903.382,11202.477,7862.297,3340.18
286128,20191231,12,FLT,1175454,FleetCor Technologies Inc,895.073,2648.848,,1162.071,12248.541,8536.925,3711.616
287126,20121231,12,XYL,1524472,Xylem Inc.,297,3791,2289,396,4679,2605,2074
287126,20131231,12,XYL,1524472,Xylem Inc.,228,3837,2338,324,4896,2655,2241
287126,20141231,12,XYL,1524472,Xylem Inc.,337,3916,2403,416,4864,2737,2127
287126,20151231,12,XYL,1524472,Xylem Inc.,340,3653,2249,464,4657,2573,2084
287126,20161231,12,XYL,1524472,Xylem Inc.,260,3771,2310,497,6474,4267,2190
287126,20171231,12,XYL,1524472,Xylem Inc.,331,4707,2856,686,6860,4341,2503
287126,20181231,12,XYL,1524472,Xylem Inc.,549,5207,3181,586,7222,4440,2768
287126,20191231,12,XYL,1524472,Xylem Inc.,401,5249,3203,839,7710,4743,2957
289126,20121231,12,SNA,91440,Snap-on,306.1,3099.2,1547.9,329.3,3902.3,2083.3,1802.1
289126,20131231,12,SNA,91440,Snap-on,350.3,3237.5,1583.6,392.6,4110,1979.6,2113.2
289126,20141231,12,SNA,91440,Snap-on,421.9,3492.6,1693.4,,4310.1,2084.8,2207.8
289126,20151231,12,SNA,91440,Snap-on,478.7,3593.1,1704.5,,4486.9,2056.2,2412.7
289126,20161231,12,SNA,91440,Snap-on,546.4,3711.8,1720.8,576.1,4723.2,2088,2617.2
289126,20171231,12,SNA,91440,Snap-on,557.7,4000.3,1862,608.5,5249.1,2276.8,2953.9
289126,20181231,12,SNA,91440,Snap-on,679.9,3719.6,,764.5,5373.1,2254.5,3098.8
289126,20191231,12,SNA,91440,Snap-on,693.5,4067.7,,674.6,5693.5,2262.7,3409.1
294212,20121231,12,F,37996,Ford Motor Company,5665,134252,112578,,190554,174243,15947
294212,20131231,12,F,37996,Ford Motor Company,7155,146917,125234,,202026,175279,26383
294212,20141231,12,F,37996,Ford Motor Company,3187,144077,123516,,208527,183353,24805
294212,20151231,12,F,37996,Ford Motor Company,7373,149558,124041,,224925,196174,28642
294212,20161231,12,F,37996,Ford Motor Company,4596,151800,126584,,237951,208668,29170
294212,20171231,12,F,37996,Ford Motor Company,7602,156776,131332,18096,257808,222792,34890
294212,20181231,12,F,37996,Ford Motor Company,3677,160338,136269,15022,256540,220474,35932
294212,20191231,12,F,37996,Ford Motor Company,84,155900,134693,17639,258537,225307,33185
294867,20121231,12,VRTX,875320,Vertex Pharmaceuticals Inc,-107.032,1527.042,236.742,267.841,2759.288,1524.906,999.18
294867,20131231,12,VRTX,875320,Vertex Pharmaceuticals Inc,-445.028,1211.975,88.979,-51.57,2319.041,962.636,1356.405
294867,20141231,12,VRTX,875320,Vertex Pharmaceuticals Inc,-738.555,580.415,39.725,-513.199,2334.679,1238.496,1075.006
294867,20151231,12,VRTX,875320,Vertex Pharmaceuticals Inc,-556.334,1032.336,117.151,-365.432,2498.875,1405.247,939.967
294867,20161231,12,VRTX,875320,Vertex Pharmaceuticals Inc,-112.052,1702.177,206.811,236.103,2896.787,1558.596,1156.582
294867,20171231,12,VRTX,875320,Vertex Pharmaceuticals Inc,263.484,2488.652,272.675,844.942,3546.014,1503.708,2028.579
294867,20181231,12,VRTX,875320,Vertex Pharmaceuticals Inc,2096.896,3047.597,409.539,1270.286,6245.898,1810.695,4435.203
294867,20191231,12,VRTX,875320,Vertex Pharmaceuticals Inc,1176.81,4162.821,547.758,1569.33,8318.465,2233.221,6085.244
304010,20121231,12,LEG,58492,Leggett & Platt,248.2,3720.8,2972.8,449.7,3254.9,1820.4,1434.5
304010,20131231,12,LEG,58492,Leggett & Platt,197.3,3746,2998.8,416.9,3108.1,1716.8,1391.3
304010,20141231,12,LEG,58492,Leggett & Platt,98,4148.8,2991.9,381.9,3140.6,1994.1,1146.5
304010,20151231,12,LEG,58492,Leggett & Platt,325.1,4418.6,2994,359.1,2967.6,1882,1085.6
304010,20161231,12,LEG,58492,Leggett & Platt,385.8,4161.7,2850.7,552.6,2984.1,1892.5,1091.6
304010,20171231,12,LEG,58492,Leggett & Platt,292.6,4240.2,3075.9,443.7,3550.8,2360.6,1190.2
304010,20181231,12,LEG,58492,Leggett & Platt,305.9,4598.1,3380.8,440.3,3382,2225,1157
304010,20191231,12,LEG,58492,Leggett & Platt,333.8,5078,3701.9,668,4816.4,3504.4,1312
309324,20121231,12,C,831001,Citigroup Inc.,7541,70173,,,1864660,1673663,189049
309324,20131231,12,C,831001,Citigroup Inc.,13673,76366,,,1880382,1674249,204339
309324,20141231,12,C,831001,Citigroup Inc.,7313,76882,,,1842530,1630485,210534
309324,20151231,12,C,831001,Citigroup Inc.,17242,76354,,,1731210,1508118,221857
309324,20161231,12,C,831001,Citigroup Inc.,14912,69875,,,1792077,1565934,225120
309324,20171231,12,C,831001,Citigroup Inc.,-6798,71449,7451,,1842465,1640793,200740
309324,20181231,12,C,831001,Citigroup Inc.,18045,72854,7568,,1917383,1720309,196220
309324,20191231,12,C,831001,Citigroup Inc.,19401,74286,8383,,1951158,1757212,193242
309815,20120930,9,BEN,38777,Franklin Resources,1931.4,7101,,1066.2,14751.5,4964.3,9201.3
309815,20130930,9,BEN,38777,Franklin Resources,2150.2,7985,,2035.7,15390.3,4583,10073.1
309815,20140930,9,BEN,38777,Franklin Resources,2384.3,8491.4,,2138,16357.1,3909.9,11584.1
309815,20150930,9,BEN,38777,Franklin Resources,2035.3,7948.7,,2252,16335.7,3780.3,11841
309815,20160930,9,BEN,38777,Franklin Resources,1726.7,6618,,1727.7,16098.8,3509.5,11935.8
309815,20170930,9,BEN,38777,Franklin Resources,1696.7,6392.2,,1135.4,17534,2656.3,12620
309815,20180930,9,BEN,38777,Franklin Resources,764.4,6319.1,,2229.7,14383.5,3132,9899.2
309815,20190930,9,BEN,38777,Franklin Resources,1195.7,5774.5,,201.6,14532.2,3161.3,9906.5
310105,20120630,6,JKHY,779152,Jack Henry & Associates,154.984,1027.109,45.983,264.55,1619.492,636.436,983.056
310105,20130630,6,JKHY,779152,Jack Henry & Associates,176.645,1129.386,43.65,309.174,1629.155,556.986,1072.169
310105,20140630,6,JKHY,779152,Jack Henry & Associates,201.136,1210.053,43.708,341.659,1624.292,586.131,1038.161
310105,20150630,6,JKHY,779152,Jack Henry & Associates,211.221,1256.19,38.399,373.79,1836.835,845.301,991.534
310105,20160630,6,JKHY,779152,Jack Henry & Associates,248.867,1354.646,35.346,365.116,1815.512,819.302,996.21
310105,20170630,6,JKHY,779152,Jack Henry & Associates,245.793,1431.117,32.161,357.322,1908.945,876.894,1032.051
310105,20180630,6,JKHY,779152,Jack Henry & Associates,376.66,1536.603,873.642,412.142,2050.303,783.475,1266.828
310105,20190630,6,JKHY,779152,Jack Henry & Associates,271.885,1552.691,923.03,431.128,2184.829,755.816,1429.013
311676,20121231,12,SRE,1032208,Sempra Energy,859,9647,,2018,36499,26217,10282
311676,20131231,12,SRE,1032208,Sempra Energy,1001,10557,,1784,37244,26236,11008
311676,20141231,12,SRE,1032208,Sempra Energy,1161,11035,,2161,39732,28406,11326
311676,20151231,12,SRE,1032208,Sempra Energy,1349,10231,,2905,41150,29341,11809
311676,20161231,12,SRE,1032208,Sempra Energy,1370,10183,,2319,47786,34835,12951
311676,20171231,12,SRE,1032208,Sempra Energy,256,11207,,3625,50454,37784,12670
311676,20181231,12,SRE,1032208,Sempra Energy,924,11027,,3447,60638,43500,17138
311676,20191231,12,SRE,1032208,Sempra Energy,2362,10829,,3088,65665,45736,19929
311737,20121231,12,LUV,92380,Southwest Airlines,421,17088,,2064,18596,11604,6992
311737,20131231,12,LUV,92380,Southwest Airlines,754,17699,,2477,19345,12009,7336
311737,20141231,12,LUV,92380,Southwest Airlines,1136,18605,,2902,20200,13425,6775
311737,20151231,12,LUV,92380,Southwest Airlines,2181,19820,,3238,21312,13954,7358
311737,20161231,12,LUV,92380,Southwest Airlines,2244,20425,,4293,23286,14845,8441
311737,20171231,12,LUV,92380,Southwest Airlines,3488,21171,,3929,25110,14680,10430
311737,20181231,12,LUV,92380,Southwest Airlines,2465,21965,,4893,26243,16390,9853
311737,20191231,12,LUV,92380,Southwest Airlines,2300,22428,,3987,25895,16063,9832
316691,20161231,12,MRK,310158,Merck & Co.,3920,39807,13891,10376,95377,55289,40088
316691,20171231,12,MRK,310158,Merck & Co.,2394,40122,12775,6447,87872,53536,34336
316691,20181231,12,MRK,310158,Merck & Co.,6220,42294,13509,10922,82637,55936,26701
316691,20191231,12,MRK,310158,Merck & Co.,9843,46840,14112,13440,84397,58490,25907
319531,20121231,12,EQR,906107,Equity Residential,841.719,2123.715,,1046.251,17201,9275.521,7289.813
319531,20131231,12,EQR,906107,Equity Residential,1830.613,2387.702,,868.916,22834.545,11626.205,10507.201
319531,20141231,12,EQR,906107,Equity Residential,631.308,2614.748,,1324.073,22950.614,11742.105,10368.456
319531,20151231,12,EQR,906107,Equity Residential,870.12,2744.965,,1356.499,23157.328,11894.19,10470.368
319531,20161231,12,EQR,906107,Equity Residential,4292.163,2425.8,,1111.489,20704.148,9801.072,10229.078
319531,20171231,12,EQR,906107,Equity Residential,603.454,2471.406,,1265.788,20570.599,9729.781,10242.464
319531,20181231,12,EQR,906107,Equity Residential,657.535,2578.434,,1356.295,20394.209,9615.454,10173.204
319531,20191231,12,EQR,906107,Equity Residential,970.377,2701.075,,1456.984,21172.769,10164.843,10315.506
325119,20120731,7,CSCO,858877,Cisco Systems,8041,46061,17852,11491,91759,40458,51286
325119,20130731,7,CSCO,858877,Cisco Systems,9983,48607,19167,12894,101191,42063,59120
325119,20140731,7,CSCO,858877,Cisco Systems,7853,47142,15641,,105134,48473,56654
325119,20150731,7,CSCO,858877,Cisco Systems,8981,49161,15377,,113481,53774,59698
325119,20160731,7,CSCO,858877,Cisco Systems,10739,49247,18287,13570,121652,58067,63585
325119,20170731,7,CSCO,858877,Cisco Systems,9609,48005,17781,13876,129818,63681,66137
325119,20180731,7,CSCO,858877,Cisco Systems,110,49330,18724,13666,108784,65580,43204
325119,20190731,7,CSCO,858877,Cisco Systems,11621,51904,19238,15831,97793,64222,33571
326954,20121231,12,TMUS,1283699,T-Mobile US,394.172,5101.278,2930.051,1181.451,10189.415,6830.508,3358.907
326954,20131231,12,TMUS,1283699,T-Mobile US,35,24420,6976,3545,49953,35708,14245
326954,20141231,12,TMUS,1283699,T-Mobile US,247,29564,9621,4146,56653,40990,15663
326954,20151231,12,TMUS,1283699,T-Mobile US,733,32053,9344,5414,62436,45879,16557
326954,20161231,12,TMUS,1283699,T-Mobile US,1460,37242,10819,6135,65891,47655,18236
326954,20171231,12,TMUS,1283699,T-Mobile US,4536,40604,11608,7962,70563,48004,22559
326954,20181231,12,TMUS,1283699,T-Mobile US,2888,43310,,3899,72468,47750,24718
326954,20191231,12,TMUS,1283699,T-Mobile US,3468,44998,,6824,86921,58132,28789
327295,20121231,12,CF,1324404,CF Industries Holdings Inc,1848.7,6104,2990.7,,10166.9,4264.7,5902.2
327295,20131231,12,CF,1324404,CF Industries Holdings Inc,1464.6,5474.7,2954.5,,10678.1,5602,5076.1
327295,20141231,12,CF,1324404,CF Industries Holdings Inc,1390.3,4743.2,2964.7,1421,11338.2,7128.5,4209.7
327295,20151231,12,CF,1324404,CF Industries Holdings Inc,734.1,4308.3,2761.2,1207,12738.9,8703.7,4035.2
327295,20161231,12,CF,1324404,CF Industries Holdings Inc,-277,3685,2845,617,15131,11783,3348
327295,20171231,12,CF,1324404,CF Industries Holdings Inc,358,4130,3700,1631,13463,9884,3579
327295,20181231,12,CF,1324404,CF Industries Holdings Inc,290,4429,3512,1497,12661,9703,2958
327295,20191231,12,CF,1324404,CF Industries Holdings Inc,646,4590,3416,1505,12172,9275,2897
328474,20121231,12,ANSS,1013462,ANSYS,203.483,798.018,139.516,298.415,2607.417,667.126,1940.291
328474,20131231,12,ANSS,1013462,ANSYS,245.327,861.26,146.692,332.983,2722.382,586.136,2136.246
328474,20141231,12,ANSS,1013462,ANSYS,254.69,936.021,153.386,385.307,2774.103,556.602,2217.501
328474,20151231,12,ANSS,1013462,ANSYS,252.521,942.753,147.246,367.523,2729.904,535.477,2194.427
328474,20161231,12,ANSS,1013462,ANSYS,265.636,988.465,146.86,356.827,2800.526,592.121,2208.405
328474,20171231,12,ANSS,1013462,ANSYS,259.251,1095.25,150.164,430.438,2941.623,695.792,2245.831
328474,20181231,12,ANSS,1013462,ANSYS,419.375,1293.636,155.885,486.437,3265.964,616.417,2649.547
328474,20191231,12,ANSS,1013462,ANSYS,451.295,1515.892,166.273,499.936,4838.887,1385.508,3453.379
331687,20121231,12,MMM,66740,3M Company,4444,29904,15685,,33876,15836,17575
331687,20131231,12,MMM,66740,3M Company,4659,30871,16106,,33550,15602,17502
331687,20141231,12,MMM,66740,3M Company,4956,31821,16447,,31269,18127,13109
331687,20151231,12,MMM,66740,3M Company,4833,30274,15383,6420,32718,20971,11708
331687,20161231,12,MMM,66740,3M Company,5050,30109,15040,6662,32906,22563,10298
331687,20171231,12,MMM,66740,3M Company,4858,31657,16001,6240,37987,26365,11563
331687,20181231,12,MMM,66740,3M Company,5349,32765,16682,6439,36500,26652,9796
331687,20191231,12,MMM,66740,3M Company,4570,32136,17136,7070,44659,34533,10063
333904,20121231,12,FLIR,354908,FLIR Systems,222.398,1405.358,673.968,285.545,2177.505,577.604,1599.901
333904,20131231,12,FLIR,354908,FLIR Systems,177.015,1496.372,759.362,354.965,2343.359,729.979,1613.38
333904,20141231,12,FLIR,354908,FLIR Systems,200.261,1530.654,780.281,226.244,2354.023,744.25,1609.773
333904,20151231,12,FLIR,354908,FLIR Systems,241.686,1557.067,803.506,275.814,2406.4,756.885,1649.515
333904,20161231,12,FLIR,354908,FLIR Systems,166.626,1662.167,895.046,312.28,2619.706,941.38,1678.326
333904,20171231,12,FLIR,354908,FLIR Systems,107.223,1800.434,941.658,308.252,2810.026,975.468,1834.558
333904,20181231,12,FLIR,354908,FLIR Systems,282.425,1775.686,875.368,374.157,2781.242,904.456,1876.786
333904,20191231,12,FLIR,354908,FLIR Systems,171.597,1887.026,957.523,370.372,3137.541,1266.108,1871.433
334088,20151231,12,DD,1666700,DuPont de Nemours Inc,7685,48778,37745,7607,67938,41755,26183
334088,20161231,12,DD,1666700,DuPont de Nemours Inc,4318,48158,37640,5600,79511,53524,25987
334088,20171231,12,DD,1666700,DuPont de Nemours Inc,1460,62484,50414,8695,192164,91834,100330
334088,20181231,12,DD,1666700,DuPont de Nemours Inc,3844,85977,65333,4731,188030,91955,94571
334088,20191231,12,DD,1666700,DuPont de Nemours Inc,498,21512,14056,,69396,27840,40987
340720,20121231,12,PFG,1126328,Principal Financial Group,805.9,9215.1,,,161926.5,152092.9,9753.2
340720,20131231,12,PFG,1126328,Principal Financial Group,912.7,9289.5,,,208191.4,198167.2,9684.2
340720,20141231,12,PFG,1126328,Principal Financial Group,1144.1,10477.6,,,219087,208797,10184
340720,20151231,12,PFG,1126328,Principal Financial Group,1234,11964.4,,4377.1,218685.9,209222.8,9311.6
340720,20161231,12,PFG,1126328,Principal Financial Group,1316.5,12394.1,,3857.8,228014.3,217623,10227.3
340720,20171231,12,PFG,1126328,Principal Financial Group,2310.4,14093.2,,4188,253941.2,240918,12849.3
340720,20181231,12,PFG,1126328,Principal Financial Group,1546.5,14237.2,,5156.5,243036.1,231188.9,11390
340720,20191231,12,PFG,1126328,Principal Financial Group,1394.2,16222.1,,5493.2,276087.8,261137.1,14618
342383,20121231,12,CTL,18926,CenturyLink Inc,777,18376,7639,,54020,34731,19289
342383,20131231,12,CTL,18926,CenturyLink Inc,-239,18095,7507,,51787,34596,17191
