gvkey,datadate,fyr,tic,cik,conm,ni,sale,cogs,oancf,at,lt,seq
893669,20191231,12,UNH,731766,United Health Group Inc.,13839,242155,28117,18463,173889,111727,60436
895446,20121231,12,EXPE,1324424,Expedia Group,280.171,4030.347,898.604,,7085.195,4804.936,2280.259
895446,20131231,12,EXPE,1324424,Expedia Group,232.85,4771.259,1038.034,,7739.481,5594.017,2145.464
895446,20141231,12,EXPE,1324424,Expedia Group,398.097,5763.485,1179.081,1366.959,9020.538,7236.271,1784.267
895446,20151231,12,EXPE,1324424,Expedia Group,764.465,6672.317,1309.559,1368.045,15503.812,10639.418,4864.394
895446,20161231,12,EXPE,1324424,Expedia Group,281.848,8773.564,1596.698,1564.334,15777.546,11645.245,4132.301
895446,20171231,12,EXPE,1324424,Expedia Group,377.964,10059.844,1756.531,1799.154,18515.628,13993.293,4522.335
895446,20181231,12,EXPE,1324424,Expedia Group,406,11223,1965,1975,18033,13929,4104
895446,20191231,12,EXPE,1324424,Expedia Group,565,12067,2163,2767,21416,17449,3967
897468,20121231,12,LH,920148,Laboratory Corp. of America Holding,583.1,5671.4,3421.7,841.4,6795,4056.9,2717.4
897468,20131231,12,LH,920148,Laboratory Corp. of America Holding,573.8,5808.3,3585.1,818.7,6965.9,4455.2,2491.3
897468,20141231,12,LH,920148,Laboratory Corp. of America Holding,511.2,6011.6,3808.5,739,7301.8,4463.6,2820.5
897468,20151231,12,LH,920148,Laboratory Corp. of America Holding,436.9,8680.1,5602.4,982.4,14221.7,9262.4,4944.4
897468,20161231,12,LH,920148,Laboratory Corp. of America Holding,732.1,9641.8,6256.7,1175.9,14247,8726,5505.8
897468,20171231,12,LH,920148,Laboratory Corp. of America Holding,1268.2,10441.4,6741.9,1459.4,16568,9717.2,6830
897468,20181231,12,LH,920148,Laboratory Corp. of America Holding,883.7,11333.4,8157,1305.4,16185.3,9194.8,6971.4
897468,20191231,12,LH,920148,Laboratory Corp. of America Holding,823.8,11554.8,8302.3,1444.7,18046.4,10459.3,7567
898800,20121231,12,HST,1070750,Host Hotels & Resorts,61,5286,,781,12994,5977,6825
898800,20131231,12,HST,1070750,Host Hotels & Resorts,317,5166,,1019,12814,5362,7228
898800,20141231,12,HST,1070750,Host Hotels & Resorts,732,5354,,1150,12207,4614,7336
898800,20151231,12,HST,1070750,Host Hotels & Resorts,558,5387,,1171,11784,4559,7064
898800,20161231,12,HST,1070750,Host Hotels & Resorts,762,5430,,1303,11408,4210,6994
898800,20171231,12,HST,1070750,Host Hotels & Resorts,564,5387,,1230,11693,4524,6973
898800,20181231,12,HST,1070750,Host Hotels & Resorts,1087,5524,,1300,12090,4396,7494
898800,20191231,12,HST,1070750,Host Hotels & Resorts,920,5469,,1250,12305,4838,7319
901368,20121231,12,NVR,906163,NVR Inc,180.588,3184.65,,264.384,2604.842,1124.365,1480.477
901368,20131231,12,NVR,906163,NVR Inc,266.477,4211.267,,270.222,2486.148,1224.796,1261.352
901368,20141231,12,NVR,906163,NVR Inc,281.63,4444.568,,,2351.335,1227.08,1124.255
901368,20151231,12,NVR,906163,NVR Inc,382.927,5159.008,,,2515.131,1275.966,1239.165
901368,20161231,12,NVR,906163,NVR Inc,425.262,5822.544,,,2643.943,1339.502,1304.441
901368,20171231,12,NVR,906163,NVR Inc,537.521,6305.84,,570.354,2989.279,1383.787,1605.492
901368,20181231,12,NVR,906163,NVR Inc,797.197,7163.674,,723.126,3165.933,1357.371,1808.562
901368,20191231,12,NVR,906163,NVR Inc,878.539,7388.664,,866.535,3809.815,1468.571,2341.244
905943,20120930,9,ABC,1140859,AmerisourceBergen Corp,718.986,79489.596,76820.498,1305.449,15444.126,12987.414,2456.712
905943,20130930,9,ABC,1140859,AmerisourceBergen Corp,433.707,87959.167,85451.348,788.125,18918.638,16598.893,2319.745
905943,20140930,9,ABC,1140859,AmerisourceBergen Corp,276.484,119569.127,116586.761,1463.153,21532.183,19575.284,1956.899
905943,20150930,9,ABC,1140859,AmerisourceBergen Corp,-134.887,135961.803,132432.49,3920.379,27736.157,27102.637,633.52
905943,20160930,9,ABC,1140859,AmerisourceBergen Corp,1427.929,146849.686,142577.08,3178.497,33656.2,31526.796,2129.404
905943,20170930,9,ABC,1140859,AmerisourceBergen Corp,364.484,153143.826,148597.824,1504.138,35316.47,33252.009,2064.461
905943,20180930,9,ABC,1140859,AmerisourceBergen Corp,1658.405,167939.635,163327.318,1411.388,37669.838,34737.014,2932.824
905943,20190930,9,ABC,1140859,AmerisourceBergen Corp,855.365,179589.121,174450.809,2344.023,39171.98,36293.063,2878.917
913585,20121231,12,AFL,4977,AFLAC Inc,2866,25364,,14952,131094,115116,15978
913585,20131231,12,AFL,4977,AFLAC Inc,3158,23939,,10547,121307,106687,14620
913585,20141231,12,AFL,4977,AFLAC Inc,2951,22728,,6550,119767,101420,18347
913585,20151231,12,AFL,4977,AFLAC Inc,2533,20872,,6776,118296,100588,17708
913585,20161231,12,AFL,4977,AFLAC Inc,2659,22559,,5987,129819,109337,20482
913585,20171231,12,AFL,4977,AFLAC Inc,4604,21667,,6128,137217,112619,24598
913585,20181231,12,AFL,4977,AFLAC Inc,2920,21758,,6014,140406,116944,23462
913585,20191231,12,AFL,4977,AFLAC Inc,3304,22307,,5455,152768,123809,28959
914696,20121231,12,BMY,14272,Bristol-Myers Squibb,1960,17621,4610,6941,35897,22259,13623
914696,20131231,12,BMY,14272,Bristol-Myers Squibb,2563,16385,4619,3545,38592,23356,15154
914696,20141231,12,BMY,14272,Bristol-Myers Squibb,2004,15879,3932,3148,33749,18766,14852
914696,20151231,12,BMY,14272,Bristol-Myers Squibb,1565,16560,3909,1832,31748,17324,14266
914696,20161231,12,BMY,14272,Bristol-Myers Squibb,4457,19427,4946,2850,33707,17360,16177
914696,20171231,12,BMY,14272,Bristol-Myers Squibb,1007,20776,6066,5275,33551,21704,11741
914696,20181231,12,BMY,14272,Bristol-Myers Squibb,4920,22561,6547,5940,34986,20859,14031
914696,20191231,12,BMY,14272,Bristol-Myers Squibb,3439,26145,8078,8067,129944,78246,51598
915730,20121231,12,GD,40533,General Dynamics,-332,31513,16228,2687,34309,22919,11390
915730,20131231,12,GD,40533,General Dynamics,2357,31218,15296,3106,35448,20947,14501
915730,20141231,12,GD,40533,General Dynamics,2533,30852,15335,3728,35355,23526,11829
915730,20151231,12,GD,40533,General Dynamics,2965,31469,15871,2499,31997,21259,10738
915730,20161231,12,GD,40533,General Dynamics,2955,31353,15443,,32872,21896,10976
915730,20171231,12,GD,40533,General Dynamics,2912,21845,14799,3876,35046,23611,11435
915730,20181231,12,GD,40533,General Dynamics,3345,36193,29478,3148,45408,33676,11732
915730,20191231,12,GD,40533,General Dynamics,3484,39350,32291,2981,48841,35264,13577
917447,20121231,12,AIV,922864,Apartment Investment & Management,132.456,1033.197,,316.827,6401.38,5166.44,915.425
917447,20131231,12,AIV,922864,Apartment Investment & Management,207.29,974.053,,325.596,6079.413,4826.716,967.457
917447,20141231,12,AIV,922864,Apartment Investment & Management,309.249,984.363,,321.424,6097.028,4566.986,1227.735
917447,20151231,12,AIV,922864,Apartment Investment & Management,248.71,981.31,,359.891,6144.194,4292.363,1622.391
917447,20161231,12,AIV,922864,Apartment Investment & Management,430.41,995.854,,377.724,6232.818,4184.651,1793.903
917447,20171231,12,AIV,922864,Apartment Investment & Management,315.774,1005.437,,394.139,6079.04,4321.75,1663.144
917447,20181231,12,AIV,922864,Apartment Investment & Management,666.227,972.41,,396.388,6190.004,4325.072,1699.419
917447,20191231,12,AIV,922864,Apartment Investment & Management,474.083,914.294,,374.472,6828.739,4866.164,1780.649
917863,20121231,12,AIG,5272,American International Group,3438,65656,,3676,548633,449630,98002
917863,20131231,12,AIG,5272,American International Group,9085,68678,,5865,541329,440218,100470
917863,20141231,12,AIG,5272,American International Group,7529,64406,,5007,515581,408309,106898
917863,20151231,12,AIG,5272,American International Group,2196,58327,,2877,496943,406733,89658
917863,20161231,12,AIG,5272,American International Group,-849,52367,,2383,498264,421406,76300
917863,20171231,12,AIG,5272,American International Group,-6084,49520,,-8585,498301,432593,65171
917863,20181231,12,AIG,5272,American International Group,-6,47389,,61,491984,434675,56361
917863,20191231,12,AIG,5272,American International Group,3348,49746,,-928,525064,457637,65675
918843,20130831,8,WBA,1618921,Walgreens Boots Alliance,2548,72217,51098,,,,19558
918843,20140831,8,WBA,1618921,Walgreens Boots Alliance,1932,76392,54823,,37270,37270,0
918843,20150831,8,WBA,1618921,Walgreens Boots Alliance,4220,103444,76520,,68782,37921,30861
918843,20160831,8,WBA,1618921,Walgreens Boots Alliance,4173,117351,87477,7847,72688,42808,29880
918843,20170831,8,WBA,1618921,Walgreens Boots Alliance,4078,118214,89052,7251,66009,38543,27466
918843,20180831,8,WBA,1618921,Walgreens Boots Alliance,5024,131537,100745,8265,68124,42117,26007
918843,20190831,8,WBA,1618921,Walgreens Boots Alliance,3982,136866,106790,5594,67598,44086,23512
920343,20121231,12,CBOE,1374310,Cboe Global Markets,155.254,512.338,,200.535,338.858,99.736,239.122
920343,20131231,12,CBOE,1374310,Cboe Global Markets,175.999,572.05,,,441.589,157.072,284.517
920343,20141231,12,CBOE,1374310,Cboe Global Markets,189.714,617.225,,,383.901,133.834,250.067
920343,20151231,12,CBOE,1374310,Cboe Global Markets,205.023,634.545,102.1,245.3,384.788,125.143,259.645
920343,20161231,12,CBOE,1374310,Cboe Global Markets,186.82,656.946,136.7,229.6,476.615,146.069,317.946
920343,20171231,12,CBOE,1374310,Cboe Global Markets,401.7,2229.1,1233.5,374.4,5265.7,2155.1,3110.6
924274,20121231,12,PNR,77360,Pentair plc,-107.186,4416.146,3146.554,67.96,11795.311,5311.954,6366.86
924274,20131231,12,PNR,77360,Pentair plc,536.8,7479.7,5006.8,915.3,11743.3,5525.6,6095.3
924274,20141231,12,PNR,77360,Pentair plc,214.9,7039,4576,1008.4,10655.2,5991.4,4663.8
924274,20151231,12,PNR,77360,Pentair plc,-76.4,6449,4263.2,739.3,11857,7848.2,4008.8
924274,20161231,12,PNR,77360,Pentair plc,522.2,4890,3095.9,861.4,11534.8,7280.4,4254.4
924274,20171231,12,PNR,77360,Pentair plc,666.5,4936.5,3107.4,620.2,8633.7,3595.9,5037.8
924274,20181231,12,PNR,77360,Pentair plc,347.4,2965.1,1917.4,439.1,3806.5,1970.4,1836.1
924274,20191231,12,PNR,77360,Pentair plc,355.7,2957.2,1905.7,353,4139.5,2185.6,1953.9
924314,20120930,9,V,1403161,Visa Inc.,2144,10421,,5009,40013,12383,27630
924314,20130930,9,V,1403161,Visa Inc.,4980,11778,,3022,35956,9086,26870
924314,20140930,9,V,1403161,Visa Inc.,5438,12702,,7205,38569,11156,27413
924314,20150930,9,V,1403161,Visa Inc.,6328,13880,,6584,40236,10394,29842
924314,20160930,9,V,1403161,Visa Inc.,5991,15082,,5574,64035,31123,32912
924314,20170930,9,V,1403161,Visa Inc.,6699,18358,,9208,67977,35217,32760
924314,20180930,9,V,1403161,Visa Inc.,10301,20609,,12713,69225,35219,34006
924314,20190930,9,V,1403161,Visa Inc.,12080,22977,,12784,72574,37890,34684
925323,20121031,10,DE,315189,Deere & Co.,3064.7,36157.1,25007.8,,56265.8,49403.8,6842.1
925323,20131031,10,DE,315189,Deere & Co.,3537.3,37795.4,25667.3,,59521.3,49253.6,10265.8
925323,20141031,10,DE,315189,Deere & Co.,3161.7,36066.9,24775.8,,61336.4,52270.9,9062.6
925323,20151031,10,DE,315189,Deere & Co.,1940,28862.8,20143.2,3758.8,57947.6,51190,6743.4
925323,20161031,10,DE,315189,Deere & Co.,1523.9,26644,18248.9,3769.7,57981.4,51436.6,6520
925323,20171031,10,DE,315189,Deere & Co.,2159.1,29737.7,19933.5,2199.8,65786.3,56211.8,9557.3
925323,20181031,10,DE,315189,Deere & Co.,2368.4,37357.7,,1820.3,70108,58802.8,11287.8
925323,20191031,10,DE,315189,Deere & Co.,3253,39258,,3412,73011,61580,11413
927700,20120131,1,ADSK,769397,Autodesk Inc.,285.3,2215.6,229.1,573.5,3227.8,1344.9,1882.9
927700,20130131,1,ADSK,769397,Autodesk Inc.,247.4,2312.2,238.5,559.1,4308.4,2265.2,2043.2
927700,20140131,1,ADSK,769397,Autodesk Inc.,228.8,2273.9,274.3,563.5,4595,2333.5,2261.5
927700,20150131,1,ADSK,769397,Autodesk Inc.,81.8,2512.2,342.1,708.1,4913.8,2694.6,2219.2
927700,20160131,1,ADSK,769397,Autodesk Inc.,-330.5,2504.1,370.7,414,5515.3,3895.7,1619.6
927700,20170131,1,ADSK,769397,Autodesk Inc.,-582.1,2031,341.9,169.7,4798.1,4064.5,733.6
927700,20180131,1,ADSK,769397,Autodesk Inc.,-566.9,2056.6,303.4,0.9,4113.6,4369.6,-256
927700,20190131,1,ADSK,769397,Autodesk Inc.,-80.8,2569.8,285.9,377.1,4729.2,4940.1,-210.9
927700,20200131,1,ADSK,769397,Autodesk Inc.,214.5,3274.3,324.9,1415.1,6179.3,6318.4,-139.1
927867,20121231,12,HOG,793952,Harley-Davidson,623.925,5580.506,3222.394,,9170.773,6613.149,2557.624
927867,20131231,12,HOG,793952,Harley-Davidson,733.993,5899.872,3395.918,,9405.04,6395.554,3009.486
927867,20141231,12,HOG,793952,Harley-Davidson,844.611,6228.508,3542.601,1146.677,9528.097,6618.811,2909.286
927867,20151231,12,HOG,793952,Harley-Davidson,752.207,5995.402,3356.284,1100.118,9991.167,8151.513,1839.654
927867,20161231,12,HOG,793952,Harley-Davidson,692.164,5996.458,3419.71,1174.339,9890.24,7970.082,1920.158
927867,20171231,12,HOG,793952,Harley-Davidson,521.759,5647.224,3261.683,1005.061,9972.672,8128.395,1844.277
927867,20181231,12,HOG,793952,Harley-Davidson,531.451,5716.875,3351.796,1205.921,10665.664,8891.715,1773.949
927867,20191231,12,HOG,793952,Harley-Davidson,423.635,5361.789,3229.798,868.272,10528.159,8724.16,1803.999
929327,20120229,2,KMX,1170010,Carmax Inc,413.795,10003.599,8624.838,-62.164,8331.543,5658.431,2673.112
929327,20130228,2,KMX,1170010,Carmax Inc,434.284,10962.818,9498.456,,9888.602,6869.435,3019.167
929327,20140228,2,KMX,1170010,Carmax Inc,492.586,12574.299,10925.598,,11707.157,8390.16,3316.997
929327,20150228,2,KMX,1170010,Carmax Inc,597.358,14268.716,12381.189,,13198.201,10041.416,3156.785
929327,20160229,2,KMX,1170010,Carmax Inc,623.428,15149.675,13130.915,,14481.576,11576.79,2904.786
929327,20170228,2,KMX,1170010,Carmax Inc,626.97,15875.118,13691.824,,16279.356,13170.776,3108.58
929327,20180228,2,KMX,1170010,Carmax Inc,664.112,17120.209,14791.35,,17486.272,14169.423,3316.849
929327,20190228,2,KMX,1170010,Carmax Inc,842.413,18173.1,15692.509,,18717.867,15360.839,3357.028
930338,20131031,10,HPE,1645590,Hewlett Packard Enterprise,2051,57371,12360,,,,38375
930338,20141031,10,HPE,1645590,Hewlett Packard Enterprise,1648,55123,12394,6911,65071,28295,36776
930338,20151031,10,HPE,1645590,Hewlett Packard Enterprise,2461,52107,12978,3661,81270,47735,33535
930338,20161031,10,HPE,1645590,Hewlett Packard Enterprise,3161,50123,12715,4958,79679,48231,31448
930338,20171031,10,HPE,1645590,Hewlett Packard Enterprise,344,28871,12715,889,61406,37940,23466
930338,20181031,10,HPE,1645590,Hewlett Packard Enterprise,1908,30852,14079,2964,55493,14255,21239
930338,20191031,10,HPE,1645590,Hewlett Packard Enterprise,1049,29135,,3997,51803,34705,17098
935705,20121231,12,CMCSA,1166691,Comcast Corp.,6203,62570,,14854,164971,115615,49356
935705,20131231,12,CMCSA,1166691,Comcast Corp.,6816,64657,,14160,158813,108119,50694
935705,20141231,12,CMCSA,1166691,Comcast Corp.,8380,68775,,16945,159339,106628,52711
935705,20151231,12,CMCSA,1166691,Comcast Corp.,8163,74510,,18778,166574,114305,52269
935705,20161231,12,CMCSA,1166691,Comcast Corp.,8695,80403,,19240,180500,126557,53943
935705,20171231,12,CMCSA,1166691,Comcast Corp.,22714,84526,,21403,186949,118343,68606
935705,20181231,12,CMCSA,1166691,Comcast Corp.,11731,94507,,24297,251684,180071,71613
935705,20191231,12,CMCSA,1166691,Comcast Corp.,13057,108942,,25697,263414,180688,82726
936230,20121231,12,ITW,49826,Illinois Tool Works,2870,17924,11455,2072,19309,8739,10570
936230,20131231,12,ITW,49826,Illinois Tool Works,1679,14135,8554,2528,19966,10257,9709
936230,20141231,12,ITW,49826,Illinois Tool Works,2946,14484,8673,1616,17678,10854,6824
936230,20151231,12,ITW,49826,Illinois Tool Works,1899,13405,7888,2299,15729,10501,5228
936230,20161231,12,ITW,49826,Illinois Tool Works,2035,13599,7896,2302,15201,10942,4259
936230,20171231,12,ITW,49826,Illinois Tool Works,1687,14314,8309,2402,16780,12191,4589
936230,20181231,12,ITW,49826,Illinois Tool Works,2563,14768,8604,2811,14870,11612,3258
936230,20191231,12,ITW,49826,Illinois Tool Works,2521,14109,8187,2995,15068,12038,3030
943955,20121231,12,AON,315293,Aon plc,993,11514,,1419,30486,22681,7762
943955,20131231,12,AON,315293,Aon plc,1113,11815,,1633,30251,22056,8145
943955,20141231,12,AON,315293,Aon plc,1397,12045,,1642,29772,23141,6571
943955,20151231,12,AON,315293,Aon plc,1422,11682,,2009,27164,21001,6106
943955,20161231,12,AON,315293,Aon plc,1396,11627,,2326,26615,21083,5475
943955,20171231,12,AON,315293,Aon plc,1226,9998,,734,26088,21440,4583
943955,20181231,12,AON,315293,Aon plc,1134,10770,,1686,26422,22203,4151
943955,20191231,12,AON,315293,Aon plc,1573,11013,,1835,29405,25956,3375
946113,20121231,12,KMI,1506307,Kinder Morgan,315,9973,3057,2795,68185,44086,24099
946113,20131231,12,KMI,1506307,Kinder Morgan,1193,14070,5253,4064,75185,46900,13093
946113,20141231,12,KMI,1506307,Kinder Morgan,1026,16226,6278,4467,83198,48772,34076
946113,20151231,12,KMI,1506307,Kinder Morgan,253,14403,4115,5303,84104,48701,35119
946113,20161231,12,KMI,1506307,Kinder Morgan,708,13058,3498,4787,80305,45503,34431
946113,20171231,12,KMI,1506307,Kinder Morgan,183,13705,4345,4601,79055,43931,33636
946113,20181231,12,KMI,1506307,Kinder Morgan,1609,13318,4421,5043,78866,43669,33678
946113,20191231,12,KMI,1506307,Kinder Morgan,2190,13209,3263,4748,74157,39268,33742
947965,20121231,12,SLB,87347,Schlumberger Ltd.,5490,42149,33056,6814,61547,26689,34751
947965,20131231,12,SLB,87347,Schlumberger Ltd.,6732,45266,35331,9788,67100,27465,39469
947965,20141231,12,SLB,87347,Schlumberger Ltd.,5438,48580,37398,,66904,28855,37850
947965,20151231,12,SLB,87347,Schlumberger Ltd.,2072,35475,28321,,68005,32100,35633
947965,20161231,12,SLB,87347,Schlumberger Ltd.,-1687,27810,6234,6261,77956,36427,41078
947965,20171231,12,SLB,87347,Schlumberger Ltd.,-1505,30440,8337,5663,71987,34726,36842
947965,20181231,12,SLB,87347,Schlumberger Ltd.,2138,32815,,5713,70507,33921,36162
947965,20191231,12,SLB,87347,Schlumberger Ltd.,-10137,32917,,5431,56312,32136,23760
956081,20121231,12,AMZN,1018724,Amazon.com Inc.,-39,61093,45971,4180,32555,24363,8192
956081,20131231,12,AMZN,1018724,Amazon.com Inc.,274,74452,54181,5475,40159,30413,9746
956081,20141231,12,AMZN,1018724,Amazon.com Inc.,-241,88988,62752,6842,54505,43764,10741
956081,20151231,12,AMZN,1018724,Amazon.com Inc.,596,107006,71651,11920,65444,52060,13384
956081,20161231,12,AMZN,1018724,Amazon.com Inc.,2371,135987,88265,16443,83402,64117,19285
956081,20171231,12,AMZN,1018724,Amazon.com Inc.,3033,177866,111934,18434,131310,103601,27709
956081,20181231,12,AMZN,1018724,Amazon.com Inc.,10073,232887,139156,30723,162648,119099,43549
956081,20191231,12,AMZN,1018724,Amazon.com Inc.,11588,280522,165536,38514,225248,163188,62060
956911,20121231,12,DRE,783280,Duke Realty Corp,-126.145,1109.44,,299.157,7560.101,4933.983,2591.414
956911,20131231,12,DRE,783280,Duke Realty Corp,153.044,1081.79,,435.676,7752.614,4707.985,3013.243
956911,20141231,12,DRE,783280,Duke Realty Corp,204.893,1164.704,,444.487,7754.839,4874.959,2860.325
956911,20151231,12,DRE,783280,Duke Realty Corp,621.861,949.432,,379.381,6895.515,3690.714,3181.932
956911,20161231,12,DRE,783280,Duke Realty Corp,315.278,902.244,,450.135,6772.002,3278.709,3465.818
956911,20171231,12,DRE,783280,Duke Realty Corp,1634.431,780.934,,448.116,7388.196,2813.818,4532.844
956911,20181231,12,DRE,783280,Duke Realty Corp,383.729,947.87,,484.407,7804.024,3090.781,4658.201
956911,20191231,12,DRE,783280,Duke Realty Corp,428.972,973.759,,505.898,8420.562,3340.302,5018.115
957423,20121231,12,PXD,1038357,Pioneer Natural Resources,192.285,3009,,1837.577,13069.03,7379.676,5689.354
957423,20131231,12,PXD,1038357,Pioneer Natural Resources,-838.414,3652,,2145.279,12292.788,5691.204,6601.584
957423,20141231,12,PXD,1038357,Pioneer Natural Resources,930,5055,,2366,14926,6345,8581
957423,20151231,12,PXD,1038357,Pioneer Natural Resources,-273,4825,,1248,15154,6786,8368
957423,20161231,12,PXD,1038357,Pioneer Natural Resources,-556,3824,,1498,16459,6055,10404
957423,20171231,12,PXD,1038357,Pioneer Natural Resources,833,5455,,2090,17003,5729,11274
