월(Monthly),구  분,대분류,중분류,소분류,사용검사실적
2019-04,부산,다세대,다세대,다세대,225
2019-04,부산,연립,연립,연립,
2019-04,부산,아파트,아파트,아파트,2,144
2019-04,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,348
2019-04,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,581
2019-04,대구,단독,단독,단독,44
2019-04,대구,단독,다가구,동수,45
2019-04,대구,단독,다가구,가구수,278
2019-04,대구,다세대,다세대,다세대,25
2019-04,대구,연립,연립,연립,
2019-04,대구,아파트,아파트,아파트,2,234
2019-04,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),690
2019-04,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,008
2019-04,광주,단독,단독,단독,19
2019-04,광주,단독,다가구,동수,35
2019-04,광주,단독,다가구,가구수,353
2019-04,광주,다세대,다세대,다세대,
2019-04,광주,연립,연립,연립,460
2019-04,광주,아파트,아파트,아파트,176
2019-04,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),131
2019-04,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),314
2019-04,대전,단독,단독,단독,25
2019-04,대전,단독,다가구,동수,26
2019-04,대전,단독,다가구,가구수,209
2019-04,대전,다세대,다세대,다세대,27
2019-04,대전,연립,연립,연립,24
2019-04,대전,아파트,아파트,아파트,29
2019-04,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,245
2019-04,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,282
2019-04,울산,단독,단독,단독,44
2019-04,울산,단독,다가구,동수,14
2019-04,울산,단독,다가구,가구수,51
2019-04,울산,다세대,다세대,다세대,25
2019-04,울산,연립,연립,연립,
2019-04,울산,아파트,아파트,아파트,1,162
2019-04,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),11,105
2019-04,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),12,683
2019-04,기타지방,단독,단독,단독,1,769
2019-04,기타지방,단독,다가구,동수,301
2019-04,기타지방,단독,다가구,가구수,1,879
2019-04,기타지방,다세대,다세대,다세대,300
2019-04,기타지방,연립,연립,연립,458
2019-04,기타지방,아파트,아파트,아파트,8,277
2019-04,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,019
2019-04,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,048
2019-04,세종,단독,단독,단독,19
2019-04,세종,단독,다가구,동수,2
2019-04,세종,단독,다가구,가구수,31
2019-04,세종,다세대,다세대,다세대,
2019-04,세종,연립,연립,연립,
2019-04,세종,아파트,아파트,아파트,998
2019-04,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,315
2019-04,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,527
2019-04,강원,단독,단독,단독,231
2019-04,강원,단독,다가구,동수,37
2019-04,강원,단독,다가구,가구수,249
2019-04,강원,다세대,다세대,다세대,25
2019-04,강원,연립,연립,연립,28
2019-04,강원,아파트,아파트,아파트,1,994
2019-04,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,126
2019-04,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,259
2019-04,충북,단독,단독,단독,154
2019-04,충북,단독,다가구,동수,24
2019-04,충북,단독,다가구,가구수,157
2019-04,충북,다세대,다세대,다세대,43
2019-04,충북,연립,연립,연립,
2019-04,충북,아파트,아파트,아파트,905
2019-04,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),328
2019-04,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),593
2019-04,충남,단독,단독,단독,271
2019-04,충남,단독,다가구,동수,30
2019-04,충남,단독,다가구,가구수,295
2019-04,충남,다세대,다세대,다세대,
2019-04,충남,연립,연립,연립,27
2019-04,충남,아파트,아파트,아파트,
2019-04,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),300
2019-04,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),500
2019-04,전북,단독,단독,단독,121
2019-04,전북,단독,다가구,동수,28
2019-04,전북,단독,다가구,가구수,228
2019-04,전북,다세대,다세대,다세대,
2019-04,전북,연립,연립,연립,76
2019-04,전북,아파트,아파트,아파트,75
2019-04,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,412
2019-04,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,670
2019-04,전남,단독,단독,단독,235
2019-04,전남,단독,다가구,동수,45
2019-04,전남,단독,다가구,가구수,303
2019-04,전남,다세대,다세대,다세대,5
2019-04,전남,연립,연립,연립,36
2019-04,전남,아파트,아파트,아파트,1,091
2019-04,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,736
2019-04,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,845
2019-04,경북,단독,단독,단독,267
2019-04,경북,단독,다가구,동수,25
2019-04,경북,단독,다가구,가구수,134
2019-04,경북,다세대,다세대,다세대,65
2019-04,경북,연립,연립,연립,38
2019-04,경북,아파트,아파트,아파트,2,341
2019-04,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,284
2019-04,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,442
2019-04,경남,단독,단독,단독,282
2019-04,경남,단독,다가구,동수,41
2019-04,경남,단독,다가구,가구수,199
2019-04,경남,다세대,다세대,다세대,40
2019-04,경남,연립,연립,연립,48
2019-04,경남,아파트,아파트,아파트,873
2019-04,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),585
2019-04,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),799
2019-04,제주,단독,단독,단독,189
2019-04,제주,단독,다가구,동수,69
2019-04,제주,단독,다가구,가구수,283
2019-04,제주,다세대,다세대,다세대,122
2019-04,제주,연립,연립,연립,205
2019-04,제주,아파트,아파트,아파트,
2019-05,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),43,985
2019-05,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),47,573
2019-05,총계,단독,단독,단독,2,854
2019-05,총계,단독,다가구,동수,689
2019-05,총계,단독,다가구,가구수,4,277
2019-05,총계,다세대,다세대,다세대,5,040
2019-05,총계,연립,연립,연립,717
2019-05,총계,아파트,아파트,아파트,34,685
2019-05,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),25,034
2019-05,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),26,323
2019-05,수도권소계,단독,단독,단독,823
2019-05,수도권소계,단독,다가구,동수,279
2019-05,수도권소계,단독,다가구,가구수,1,568
2019-05,수도권소계,다세대,다세대,다세대,4,275
2019-05,수도권소계,연립,연립,연립,245
2019-05,수도권소계,아파트,아파트,아파트,19,412
2019-05,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,259
2019-05,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,478
2019-05,서울,단독,단독,단독,195
2019-05,서울,단독,다가구,동수,50
2019-05,서울,단독,다가구,가구수,269
2019-05,서울,다세대,다세대,다세대,2,402
2019-05,서울,연립,연립,연립,57
2019-05,서울,아파트,아파트,아파트,1,555
2019-05,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,664
2019-05,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,703
2019-05,인천,단독,단독,단독,77
2019-05,인천,단독,다가구,동수,10
2019-05,인천,단독,다가구,가구수,49
2019-05,인천,다세대,다세대,다세대,201
2019-05,인천,연립,연립,연립,23
2019-05,인천,아파트,아파트,아파트,1,353
2019-05,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),19,111
2019-05,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),20,142
2019-05,경기,단독,단독,단독,551
2019-05,경기,단독,다가구,동수,219
2019-05,경기,단독,다가구,가구수,1,250
2019-05,경기,다세대,다세대,다세대,1,672
2019-05,경기,연립,연립,연립,165
2019-05,경기,아파트,아파트,아파트,16,504
2019-05,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),18,951
2019-05,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),21,250
2019-05,지방소계,단독,단독,단독,2,031
2019-05,지방소계,단독,다가구,동수,410
2019-05,지방소계,단독,다가구,가구수,2,709
2019-05,지방소계,다세대,다세대,다세대,765
2019-05,지방소계,연립,연립,연립,472
2019-05,지방소계,아파트,아파트,아파트,15,273
2019-05,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),7,268
2019-05,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),7,978
2019-05,기타광역시,단독,단독,단독,143
2019-05,기타광역시,단독,다가구,동수,111
2019-05,기타광역시,단독,다가구,가구수,821
2019-05,기타광역시,다세대,다세대,다세대,429
2019-05,기타광역시,연립,연립,연립,36
2019-05,기타광역시,아파트,아파트,아파트,6,549
2019-05,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,470
2019-05,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,500
2019-05,부산,단독,단독,단독,30
2019-05,부산,단독,다가구,동수,11
2019-05,부산,단독,다가구,가구수,41
2019-05,부산,다세대,다세대,다세대,394
2019-05,부산,연립,연립,연립,
2019-05,부산,아파트,아파트,아파트,3,035
2019-05,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),84
2019-05,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),308
2019-05,대구,단독,단독,단독,25
2019-05,대구,단독,다가구,동수,39
2019-05,대구,단독,다가구,가구수,263
2019-05,대구,다세대,다세대,다세대,8
2019-05,대구,연립,연립,연립,12
2019-05,대구,아파트,아파트,아파트,
2019-05,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,761
2019-05,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,985
2019-05,광주,단독,단독,단독,20
2019-05,광주,단독,다가구,동수,24
2019-05,광주,단독,다가구,가구수,248
2019-05,광주,다세대,다세대,다세대,17
2019-05,광주,연립,연립,연립,
2019-05,광주,아파트,아파트,아파트,1,700
2019-05,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),79
2019-05,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),257
2019-05,대전,단독,단독,단독,24
2019-05,대전,단독,다가구,동수,21
2019-05,대전,단독,다가구,가구수,199
2019-05,대전,다세대,다세대,다세대,10
2019-05,대전,연립,연립,연립,24
2019-05,대전,아파트,아파트,아파트,
2019-05,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,874
2019-05,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,928
2019-05,울산,단독,단독,단독,44
2019-05,울산,단독,다가구,동수,16
2019-05,울산,단독,다가구,가구수,70
2019-05,울산,다세대,다세대,다세대,
2019-05,울산,연립,연립,연립,
2019-05,울산,아파트,아파트,아파트,1,814
2019-05,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),11,683
2019-05,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),13,272
2019-05,기타지방,단독,단독,단독,1,888
2019-05,기타지방,단독,다가구,동수,299
2019-05,기타지방,단독,다가구,가구수,1,888
2019-05,기타지방,다세대,다세대,다세대,336
2019-05,기타지방,연립,연립,연립,436
2019-05,기타지방,아파트,아파트,아파트,8,724
2019-05,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,068
2019-05,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,082
2019-05,세종,단독,단독,단독,14
2019-05,세종,단독,다가구,동수,2
2019-05,세종,단독,다가구,가구수,16
2019-05,세종,다세대,다세대,다세대,10
2019-05,세종,연립,연립,연립,
2019-05,세종,아파트,아파트,아파트,2,042
2019-05,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),894
2019-05,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,151
2019-05,강원,단독,단독,단독,260
2019-05,강원,단독,다가구,동수,42
2019-05,강원,단독,다가구,가구수,299
2019-05,강원,다세대,다세대,다세대,68
2019-05,강원,연립,연립,연립,15
2019-05,강원,아파트,아파트,아파트,509
2019-05,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),369
2019-05,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),482
2019-05,충북,단독,단독,단독,217
2019-05,충북,단독,다가구,동수,16
2019-05,충북,단독,다가구,가구수,129
2019-05,충북,다세대,다세대,다세대,16
2019-05,충북,연립,연립,연립,
2019-05,충북,아파트,아파트,아파트,120
2019-05,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,389
2019-05,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,710
2019-05,충남,단독,단독,단독,240
2019-05,충남,단독,다가구,동수,34
2019-05,충남,단독,다가구,가구수,355
2019-05,충남,다세대,다세대,다세대,37
2019-05,충남,연립,연립,연립,72
2019-05,충남,아파트,아파트,아파트,1,006
2019-05,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),303
2019-05,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),445
2019-05,전북,단독,단독,단독,136
2019-05,전북,단독,다가구,동수,19
2019-05,전북,단독,다가구,가구수,161
2019-05,전북,다세대,다세대,다세대,
2019-05,전북,연립,연립,연립,98
2019-05,전북,아파트,아파트,아파트,50
2019-05,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),984
2019-05,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,215
2019-05,전남,단독,단독,단독,259
2019-05,전남,단독,다가구,동수,34
2019-05,전남,단독,다가구,가구수,265
2019-05,전남,다세대,다세대,다세대,
2019-05,전남,연립,연립,연립,153
2019-05,전남,아파트,아파트,아파트,538
2019-05,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,111
2019-05,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,186
2019-05,경북,단독,단독,단독,307
2019-05,경북,단독,다가구,동수,23
2019-05,경북,단독,다가구,가구수,98
2019-05,경북,다세대,다세대,다세대,
2019-05,경북,연립,연립,연립,28
2019-05,경북,아파트,아파트,아파트,753
2019-05,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),4,059
2019-05,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,328
2019-05,경남,단독,단독,단독,271
2019-05,경남,단독,다가구,동수,63
2019-05,경남,단독,다가구,가구수,332
2019-05,경남,다세대,다세대,다세대,29
2019-05,경남,연립,연립,연립,8
2019-05,경남,아파트,아파트,아파트,3,688
2019-05,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),506
2019-05,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),673
2019-05,제주,단독,단독,단독,184
2019-05,제주,단독,다가구,동수,66
2019-05,제주,단독,다가구,가구수,233
2019-05,제주,다세대,다세대,다세대,176
2019-05,제주,연립,연립,연립,62
2019-05,제주,아파트,아파트,아파트,18
2019-06,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),51,730
2019-06,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),55,172
2019-06,총계,단독,단독,단독,3,113
2019-06,총계,단독,다가구,동수,623
2019-06,총계,단독,다가구,가구수,4,065
2019-06,총계,다세대,다세대,다세대,4,577
2019-06,총계,연립,연립,연립,1,022
2019-06,총계,아파트,아파트,아파트,42,395
2019-06,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),34,256
2019-06,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),35,339
2019-06,수도권소계,단독,단독,단독,774
2019-06,수도권소계,단독,다가구,동수,233
2019-06,수도권소계,단독,다가구,가구수,1,316
2019-06,수도권소계,다세대,다세대,다세대,4,162
2019-06,수도권소계,연립,연립,연립,477
2019-06,수도권소계,아파트,아파트,아파트,28,610
2019-06,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),6,952
2019-06,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),7,077
2019-06,서울,단독,단독,단독,109
2019-06,서울,단독,다가구,동수,33
2019-06,서울,단독,다가구,가구수,158
2019-06,서울,다세대,다세대,다세대,2,270
2019-06,서울,연립,연립,연립,28
2019-06,서울,아파트,아파트,아파트,4,512
2019-06,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),420
2019-06,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),470
2019-06,인천,단독,단독,단독,94
2019-06,인천,단독,다가구,동수,8
2019-06,인천,단독,다가구,가구수,58
2019-06,인천,다세대,다세대,다세대,244
2019-06,인천,연립,연립,연립,38
2019-06,인천,아파트,아파트,아파트,36
2019-06,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),26,884
2019-06,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),27,792
2019-06,경기,단독,단독,단독,571
2019-06,경기,단독,다가구,동수,192
2019-06,경기,단독,다가구,가구수,1,100
2019-06,경기,다세대,다세대,다세대,1,648
2019-06,경기,연립,연립,연립,411
2019-06,경기,아파트,아파트,아파트,24,062
2019-06,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),17,474
2019-06,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),19,833
2019-06,지방소계,단독,단독,단독,2,339
2019-06,지방소계,단독,다가구,동수,390
2019-06,지방소계,단독,다가구,가구수,2,749
2019-06,지방소계,다세대,다세대,다세대,415
2019-06,지방소계,연립,연립,연립,545
2019-06,지방소계,아파트,아파트,아파트,13,785
2019-06,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),7,407
2019-06,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),8,003
2019-06,기타광역시,단독,단독,단독,158
2019-06,기타광역시,단독,다가구,동수,94
2019-06,기타광역시,단독,다가구,가구수,690
2019-06,기타광역시,다세대,다세대,다세대,266
2019-06,기타광역시,연립,연립,연립,
2019-06,기타광역시,아파트,아파트,아파트,6,889
2019-06,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,288
2019-06,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,391
2019-06,부산,단독,단독,단독,24
2019-06,부산,단독,다가구,동수,21
2019-06,부산,단독,다가구,가구수,124
2019-06,부산,다세대,다세대,다세대,247
2019-06,부산,연립,연립,연립,
2019-06,부산,아파트,아파트,아파트,1,996
2019-06,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),994
2019-06,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,117
2019-06,대구,단독,단독,단독,22
2019-06,대구,단독,다가구,동수,22
2019-06,대구,단독,다가구,가구수,145
2019-06,대구,다세대,다세대,다세대,3
2019-06,대구,연립,연립,연립,
2019-06,대구,아파트,아파트,아파트,947
2019-06,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),2,287
2019-06,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,392
2019-06,광주,단독,단독,단독,18
2019-06,광주,단독,다가구,동수,11
2019-06,광주,단독,다가구,가구수,116
2019-06,광주,다세대,다세대,다세대,8
2019-06,광주,연립,연립,연립,
2019-06,광주,아파트,아파트,아파트,2,250
2019-06,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,123
2019-06,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,347
2019-06,대전,단독,단독,단독,60
2019-06,대전,단독,다가구,동수,27
2019-06,대전,단독,다가구,가구수,251
2019-06,대전,다세대,다세대,다세대,
2019-06,대전,연립,연립,연립,
2019-06,대전,아파트,아파트,아파트,1,036
2019-06,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),715
2019-06,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),756
2019-06,울산,단독,단독,단독,34
2019-06,울산,단독,다가구,동수,13
2019-06,울산,단독,다가구,가구수,54
2019-06,울산,다세대,다세대,다세대,8
2019-06,울산,연립,연립,연립,
2019-06,울산,아파트,아파트,아파트,660
2019-06,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),10,067
2019-06,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),11,830
2019-06,기타지방,단독,단독,단독,2,181
2019-06,기타지방,단독,다가구,동수,296
2019-06,기타지방,단독,다가구,가구수,2,059
2019-06,기타지방,다세대,다세대,다세대,149
2019-06,기타지방,연립,연립,연립,545
2019-06,기타지방,아파트,아파트,아파트,6,896
2019-06,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,218
2019-06,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,233
2019-06,세종,단독,단독,단독,18
2019-06,세종,단독,다가구,동수,2
2019-06,세종,단독,다가구,가구수,17
2019-06,세종,다세대,다세대,다세대,
2019-06,세종,연립,연립,연립,
2019-06,세종,아파트,아파트,아파트,1,198
2019-06,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),762
2019-06,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,003
2019-06,강원,단독,단독,단독,267
2019-06,강원,단독,다가구,동수,39
2019-06,강원,단독,다가구,가구수,280
2019-06,강원,다세대,다세대,다세대,5
2019-06,강원,연립,연립,연립,24
2019-06,강원,아파트,아파트,아파트,427
2019-06,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),501
2019-06,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),726
2019-06,충북,단독,단독,단독,299
2019-06,충북,단독,다가구,동수,29
2019-06,충북,단독,다가구,가구수,254
2019-06,충북,다세대,다세대,다세대,3
2019-06,충북,연립,연립,연립,170
2019-06,충북,아파트,아파트,아파트,
2019-06,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,127
2019-06,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,447
2019-06,충남,단독,단독,단독,318
2019-06,충남,단독,다가구,동수,32
2019-06,충남,단독,다가구,가구수,352
2019-06,충남,다세대,다세대,다세대,46
2019-06,충남,연립,연립,연립,
2019-06,충남,아파트,아파트,아파트,731
2019-06,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,538
2019-06,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,800
2019-06,전북,단독,단독,단독,190
2019-06,전북,단독,다가구,동수,31
2019-06,전북,단독,다가구,가구수,293
2019-06,전북,다세대,다세대,다세대,
2019-06,전북,연립,연립,연립,197
2019-06,전북,아파트,아파트,아파트,1,120
2019-06,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),746
2019-06,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),873
2019-06,전남,단독,단독,단독,307
2019-06,전남,단독,다가구,동수,21
2019-06,전남,단독,다가구,가구수,148
2019-06,전남,다세대,다세대,다세대,24
2019-06,전남,연립,연립,연립,32
2019-06,전남,아파트,아파트,아파트,362
2019-06,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),431
2019-06,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),633
2019-06,경북,단독,단독,단독,378
2019-06,경북,단독,다가구,동수,31
2019-06,경북,단독,다가구,가구수,233
2019-06,경북,다세대,다세대,다세대,
2019-06,경북,연립,연립,연립,22
2019-06,경북,아파트,아파트,아파트,
2019-06,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,218
2019-06,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),3,382
2019-06,경남,단독,단독,단독,230
2019-06,경남,단독,다가구,동수,46
2019-06,경남,단독,다가구,가구수,210
2019-06,경남,다세대,다세대,다세대,
2019-06,경남,연립,연립,연립,
2019-06,경남,아파트,아파트,아파트,2,942
2019-06,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),526
2019-06,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),733
2019-06,제주,단독,단독,단독,174
2019-06,제주,단독,다가구,동수,65
2019-06,제주,단독,다가구,가구수,272
2019-06,제주,다세대,다세대,다세대,71
2019-06,제주,연립,연립,연립,100
2019-06,제주,아파트,아파트,아파트,116
2019-07,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),40,446
2019-07,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),45,016
2019-07,총계,단독,단독,단독,4,104
2019-07,총계,단독,다가구,동수,826
2019-07,총계,단독,다가구,가구수,5,396
2019-07,총계,다세대,다세대,다세대,5,074
2019-07,총계,연립,연립,연립,1,263
2019-07,총계,아파트,아파트,아파트,29,179
2019-07,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),20,948
2019-07,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),22,699
2019-07,수도권소계,단독,단독,단독,1,183
2019-07,수도권소계,단독,다가구,동수,349
2019-07,수도권소계,단독,다가구,가구수,2,100
2019-07,수도권소계,다세대,다세대,다세대,4,499
2019-07,수도권소계,연립,연립,연립,858
2019-07,수도권소계,아파트,아파트,아파트,14,059
2019-07,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),5,146
2019-07,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),5,391
2019-07,서울,단독,단독,단독,161
2019-07,서울,단독,다가구,동수,62
2019-07,서울,단독,다가구,가구수,307
2019-07,서울,다세대,다세대,다세대,2,350
2019-07,서울,연립,연립,연립,91
2019-07,서울,아파트,아파트,아파트,2,482
2019-07,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),731
2019-07,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),833
2019-07,인천,단독,단독,단독,113
2019-07,인천,단독,다가구,동수,20
2019-07,인천,단독,다가구,가구수,122
2019-07,인천,다세대,다세대,다세대,309
2019-07,인천,연립,연립,연립,197
2019-07,인천,아파트,아파트,아파트,92
2019-07,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),15,071
2019-07,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),16,475
2019-07,경기,단독,단독,단독,909
2019-07,경기,단독,다가구,동수,267
2019-07,경기,단독,다가구,가구수,1,671
2019-07,경기,다세대,다세대,다세대,1,840
2019-07,경기,연립,연립,연립,570
2019-07,경기,아파트,아파트,아파트,11,485
2019-07,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),19,498
2019-07,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),22,317
2019-07,지방소계,단독,단독,단독,2,921
2019-07,지방소계,단독,다가구,동수,477
2019-07,지방소계,단독,다가구,가구수,3,296
2019-07,지방소계,다세대,다세대,다세대,575
2019-07,지방소계,연립,연립,연립,405
2019-07,지방소계,아파트,아파트,아파트,15,120
2019-07,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),5,398
2019-07,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),6,345
2019-07,기타광역시,단독,단독,단독,192
2019-07,기타광역시,단독,다가구,동수,129
2019-07,기타광역시,단독,다가구,가구수,1,076
2019-07,기타광역시,다세대,다세대,다세대,294
