월(Monthly),구  분,대분류,중분류,소분류,사용검사실적
2011-10,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),159
2011-10,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),201
2011-10,제주,단독,단독,단독,61
2011-10,제주,단독,다가구,동수,17
2011-10,제주,단독,다가구,가구수,59
2011-10,제주,다세대,다세대,다세대,57
2011-10,제주,연립,연립,연립,24
2011-10,제주,아파트,아파트,아파트,0
2011-10,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),
2011-10,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),
2011-10,세종,단독,단독,단독,
2011-10,세종,단독,다가구,동수,
2011-10,세종,단독,다가구,가구수,
2011-10,세종,다세대,다세대,다세대,
2011-10,세종,연립,연립,연립,
2011-10,세종,아파트,아파트,아파트,
2011-11,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),33,097
2011-11,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),46,270
2011-11,총계,단독,단독,단독,3,790
2011-11,총계,단독,다가구,동수,1,966
2011-11,총계,단독,다가구,가구수,15,139
2011-11,총계,다세대,다세대,다세대,8,309
2011-11,총계,연립,연립,연립,415
2011-11,총계,아파트,아파트,아파트,18,617
2011-11,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),15,435
2011-11,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),17,747
2011-11,수도권소계,단독,단독,단독,818
2011-11,수도권소계,단독,다가구,동수,477
2011-11,수도권소계,단독,다가구,가구수,2,789
2011-11,수도권소계,다세대,다세대,다세대,6,329
2011-11,수도권소계,연립,연립,연립,234
2011-11,수도권소계,아파트,아파트,아파트,7,577
2011-11,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),8,427
2011-11,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),8,704
2011-11,서울,단독,단독,단독,143
2011-11,서울,단독,다가구,동수,54
2011-11,서울,단독,다가구,가구수,331
2011-11,서울,다세대,다세대,다세대,3,506
2011-11,서울,연립,연립,연립,36
2011-11,서울,아파트,아파트,아파트,4,688
2011-11,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,410
2011-11,인천,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,575
2011-11,인천,단독,단독,단독,76
2011-11,인천,단독,다가구,동수,39
2011-11,인천,단독,다가구,가구수,204
2011-11,인천,다세대,다세대,다세대,904
2011-11,인천,연립,연립,연립,15
2011-11,인천,아파트,아파트,아파트,376
2011-11,경기,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),5,598
2011-11,경기,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),7,468
2011-11,경기,단독,단독,단독,599
2011-11,경기,단독,다가구,동수,384
2011-11,경기,단독,다가구,가구수,2,254
2011-11,경기,다세대,다세대,다세대,1,919
2011-11,경기,연립,연립,연립,183
2011-11,경기,아파트,아파트,아파트,2,513
2011-11,지방소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),17,662
2011-11,지방소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),28,523
2011-11,지방소계,단독,단독,단독,2,972
2011-11,지방소계,단독,다가구,동수,1,489
2011-11,지방소계,단독,다가구,가구수,12,350
2011-11,지방소계,다세대,다세대,다세대,1,980
2011-11,지방소계,연립,연립,연립,181
2011-11,지방소계,아파트,아파트,아파트,11,040
2011-11,기타광역시,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),10,992
2011-11,기타광역시,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),14,735
2011-11,기타광역시,단독,단독,단독,228
2011-11,기타광역시,단독,다가구,동수,464
2011-11,기타광역시,단독,다가구,가구수,4,207
2011-11,기타광역시,다세대,다세대,다세대,1,225
2011-11,기타광역시,연립,연립,연립,25
2011-11,기타광역시,아파트,아파트,아파트,9,050
2011-11,부산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),5,746
2011-11,부산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),5,988
2011-11,부산,단독,단독,단독,56
2011-11,부산,단독,다가구,동수,40
2011-11,부산,단독,다가구,가구수,282
2011-11,부산,다세대,다세대,다세대,1,132
2011-11,부산,연립,연립,연립,0
2011-11,부산,아파트,아파트,아파트,4,518
2011-11,대구,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),215
2011-11,대구,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,588
2011-11,대구,단독,단독,단독,39
2011-11,대구,단독,다가구,동수,148
2011-11,대구,단독,다가구,가구수,1,521
2011-11,대구,다세대,다세대,다세대,0
2011-11,대구,연립,연립,연립,0
2011-11,대구,아파트,아파트,아파트,28
2011-11,광주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),965
2011-11,광주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,624
2011-11,광주,단독,단독,단독,47
2011-11,광주,단독,다가구,동수,71
2011-11,광주,단독,다가구,가구수,730
2011-11,광주,다세대,다세대,다세대,28
2011-11,광주,연립,연립,연립,25
2011-11,광주,아파트,아파트,아파트,794
2011-11,대전,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),3,575
2011-11,대전,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),4,281
2011-11,대전,단독,단독,단독,43
2011-11,대전,단독,다가구,동수,91
2011-11,대전,단독,다가구,가구수,797
2011-11,대전,다세대,다세대,다세대,24
2011-11,대전,연립,연립,연립,0
2011-11,대전,아파트,아파트,아파트,3,417
2011-11,울산,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),491
2011-11,울산,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,254
2011-11,울산,단독,단독,단독,43
2011-11,울산,단독,다가구,동수,114
2011-11,울산,단독,다가구,가구수,877
2011-11,울산,다세대,다세대,다세대,41
2011-11,울산,연립,연립,연립,0
2011-11,울산,아파트,아파트,아파트,293
2011-11,기타지방,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),6,670
2011-11,기타지방,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),13,788
2011-11,기타지방,단독,단독,단독,2,744
2011-11,기타지방,단독,다가구,동수,1,025
2011-11,기타지방,단독,다가구,가구수,8,143
2011-11,기타지방,다세대,다세대,다세대,755
2011-11,기타지방,연립,연립,연립,156
2011-11,기타지방,아파트,아파트,아파트,1,990
2011-11,강원,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),489
2011-11,강원,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),798
2011-11,강원,단독,단독,단독,337
2011-11,강원,단독,다가구,동수,95
2011-11,강원,단독,다가구,가구수,404
2011-11,강원,다세대,다세대,다세대,41
2011-11,강원,연립,연립,연립,16
2011-11,강원,아파트,아파트,아파트,0
2011-11,충북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),862
2011-11,충북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,706
2011-11,충북,단독,단독,단독,326
2011-11,충북,단독,다가구,동수,110
2011-11,충북,단독,다가구,가구수,954
2011-11,충북,다세대,다세대,다세대,212
2011-11,충북,연립,연립,연립,0
2011-11,충북,아파트,아파트,아파트,214
2011-11,충남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,106
2011-11,충남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,647
2011-11,충남,단독,단독,단독,457
2011-11,충남,단독,다가구,동수,154
2011-11,충남,단독,다가구,가구수,1,695
2011-11,충남,다세대,다세대,다세대,211
2011-11,충남,연립,연립,연립,24
2011-11,충남,아파트,아파트,아파트,260
2011-11,전북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),516
2011-11,전북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,545
2011-11,전북,단독,단독,단독,293
2011-11,전북,단독,다가구,동수,139
2011-11,전북,단독,다가구,가구수,1,168
2011-11,전북,다세대,다세대,다세대,56
2011-11,전북,연립,연립,연립,28
2011-11,전북,아파트,아파트,아파트,0
2011-11,전남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),530
2011-11,전남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),1,048
2011-11,전남,단독,단독,단독,358
2011-11,전남,단독,다가구,동수,64
2011-11,전남,단독,다가구,가구수,582
2011-11,전남,다세대,다세대,다세대,71
2011-11,전남,연립,연립,연립,8
2011-11,전남,아파트,아파트,아파트,29
2011-11,경북,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,815
2011-11,경북,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,842
2011-11,경북,단독,단독,단독,511
2011-11,경북,단독,다가구,동수,111
2011-11,경북,단독,다가구,가구수,1,138
2011-11,경북,다세대,다세대,다세대,71
2011-11,경북,연립,연립,연립,8
2011-11,경북,아파트,아파트,아파트,1,114
2011-11,경남,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),907
2011-11,경남,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),2,602
2011-11,경남,단독,단독,단독,392
2011-11,경남,단독,다가구,동수,304
2011-11,경남,단독,다가구,가구수,1,999
2011-11,경남,다세대,다세대,다세대,36
2011-11,경남,연립,연립,연립,48
2011-11,경남,아파트,아파트,아파트,127
2011-11,제주,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),445
2011-11,제주,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),600
2011-11,제주,단독,단독,단독,70
2011-11,제주,단독,다가구,동수,48
2011-11,제주,단독,다가구,가구수,203
2011-11,제주,다세대,다세대,다세대,57
2011-11,제주,연립,연립,연립,24
2011-11,제주,아파트,아파트,아파트,246
2011-11,세종,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),
2011-11,세종,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),
2011-11,세종,단독,단독,단독,
2011-11,세종,단독,다가구,동수,
2011-11,세종,단독,다가구,가구수,
2011-11,세종,다세대,다세대,다세대,
2011-11,세종,연립,연립,연립,
2011-11,세종,아파트,아파트,아파트,
2011-12,총계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),38,823
2011-12,총계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),54,986
2011-12,총계,단독,단독,단독,4,822
2011-12,총계,단독,다가구,동수,2,423
2011-12,총계,단독,다가구,가구수,18,586
2011-12,총계,다세대,다세대,다세대,10,297
2011-12,총계,연립,연립,연립,1,121
2011-12,총계,아파트,아파트,아파트,20,160
2011-12,수도권소계,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),21,337
2011-12,수도권소계,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),24,058
2011-12,수도권소계,단독,단독,단독,992
2011-12,수도권소계,단독,다가구,동수,600
2011-12,수도권소계,단독,다가구,가구수,3,321
2011-12,수도권소계,다세대,다세대,다세대,7,738
2011-12,수도권소계,연립,연립,연립,598
2011-12,수도권소계,아파트,아파트,아파트,11,409
2011-12,서울,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),9,117
2011-12,서울,계(다가구가구수기준),계(다가구가구수기준),계(다가구가구수기준),9,455
2011-12,서울,단독,단독,단독,164
2011-12,서울,단독,다가구,동수,79
2011-12,서울,단독,다가구,가구수,417
2011-12,서울,다세대,다세대,다세대,3,706
2011-12,서울,연립,연립,연립,23
2011-12,서울,아파트,아파트,아파트,5,145
2011-12,인천,계(다가구동수기준),계(다가구동수기준),계(다가구동수기준),1,946
